InvoiceID,DateKey,CustomerKey,ProductKey,Quantity,UnitPrice,DiscountAmount,LineAmount
1023,14030102,532,1017,2,791515,37000,1546030
1023,14030102,532,1930,1,115539,10000,105539
1024,14030102,532,865,2,143571,17000,270142
1024,14030102,532,455,2,1215134,141000,2289268
1024,14030102,532,1355,2,1197501,223000,2172002
1025,14030102,532,865,3,143571,10000,420713
1025,14030102,532,1930,1,115539,7000,108539
1025,14030102,532,455,1,1215134,38000,1177134
1026,14030102,532,455,1,1215134,55000,1160134
1026,14030102,532,865,10,143571,143000,1292710
1026,14030102,532,1290,1,1054599,22000,1032599
1026,14030102,532,2364,1,329450,30000,299450
1026,14030102,532,1039,4,81747,28000,298988
1026,14030102,532,725,1,1520368,23000,1497368
1027,14030104,500,865,2,143571,28000,259142
1027,14030104,500,455,2,1215134,1000,2429268
1027,14030104,500,1479,3,1150179,103000,3347537
1027,14030104,500,106,2,1003398,188000,1818796
1027,14030104,500,725,1,1520368,17000,1503368
1027,14030104,500,1355,1,1197501,66000,1131501
1028,14030104,532,211,2,1279953,183000,2376906
1028,14030104,532,1290,1,1054599,66000,988599
1028,14030104,532,1116,1,1521349,74000,1447349
1029,14030104,532,455,3,1215134,33000,3612402
1029,14030104,532,1039,2,81747,4000,159494
1029,14030104,532,865,1,143571,11000,132571
1029,14030104,532,1128,2,1189842,62000,2317684
1029,14030104,532,1290,3,1054599,174000,2989797
1029,14030104,532,749,2,1451605,2000,2901210
1029,14030104,532,1355,1,1197501,105000,1092501
1029,14030104,532,1930,4,115539,25000,437156
1030,14030104,273,865,2,143571,4000,283142
1030,14030104,273,1355,1,1197501,36000,1161501
1030,14030104,273,1644,4,1064460,338000,3919840
1030,14030104,273,1017,4,791515,284000,2882060
1030,14030104,273,1930,1,115539,2000,113539
1030,14030104,273,1128,1,1189842,92000,1097842
1030,14030104,273,1290,4,1054599,171000,4047396
1031,14030104,262,865,1,143571,27000,116571
1031,14030104,262,572,4,826512,653000,2653048
1031,14030104,262,489,3,679026,383000,1654078
1031,14030104,262,1116,1,1521349,264000,1257349
1031,14030104,262,1930,1,115539,22000,93539
1032,14030104,532,865,4,143571,46000,528284
1032,14030104,532,455,1,1215134,95000,1120134
1032,14030104,532,1355,1,1197501,104000,1093501
1032,14030104,532,1128,4,1189842,105000,4654368
1032,14030104,532,610,3,424412,58000,1215236
1032,14030104,532,1861,1,1313426,104000,1209426
1032,14030104,532,2190,1,195918,0,195918
1033,14030104,532,865,1,143571,12000,131571
1033,14030104,532,1355,6,1197501,200000,6985006
1033,14030104,532,502,2,186218,14000,358436
1034,14030104,532,865,2,143571,26000,261142
1034,14030104,532,1313,1,1013322,98000,915322
1034,14030104,532,1116,1,1521349,146000,1375349
1034,14030104,532,1017,1,791515,8000,783515
1034,14030104,532,505,2,403362,58000,748724
1034,14030104,532,248,1,1347785,81000,1266785
1034,14030104,532,610,2,424412,32000,816824
1034,14030104,532,1930,2,115539,5000,226078
1034,14030104,532,572,3,826512,0,2479536
1034,14030104,532,1355,5,1197501,322000,5665505
1035,14030104,70,865,3,143571,71000,359713
1035,14030104,70,1355,1,1197501,128000,1069501
1035,14030104,70,1492,2,1754440,466000,3042880
1035,14030104,70,2442,1,1233012,227000,1006012
1035,14030104,70,1930,3,115539,45000,301617
1035,14030104,70,455,1,1215134,171000,1044134
1036,14030104,532,455,1,1215134,15000,1200134
1036,14030104,532,586,2,87298,16000,158596
1036,14030104,532,2456,2,1635264,295000,2975528
1036,14030104,532,865,2,143571,8000,279142
1037,14030104,532,1313,1,1013322,29000,984322
1037,14030104,532,1355,2,1197501,138000,2257002
1037,14030104,532,2380,2,1236016,114000,2358032
1037,14030104,532,865,2,143571,6000,281142
1037,14030104,532,455,2,1215134,219000,2211268
1038,14030104,532,734,1,851389,7000,844389
1038,14030104,532,248,2,1347785,170000,2525570
1038,14030104,532,865,1,143571,11000,132571
1038,14030104,532,1128,3,1189842,240000,3329526
1038,14030104,532,1355,1,1197501,23000,1174501
1038,14030104,532,610,1,424412,10000,414412
1039,14030104,34,1039,3,81747,1000,244241
1039,14030104,34,865,2,143571,18000,269142
1039,14030104,34,1017,1,791515,55000,736515
1039,14030104,34,455,2,1215134,59000,2371268
1040,14030104,532,865,1,143571,10000,133571
1040,14030104,532,1355,3,1197501,38000,3554503
1040,14030104,532,1128,2,1189842,41000,2338684
1040,14030104,532,2364,6,329450,102000,1874700
1040,14030104,532,1861,1,1313426,32000,1281426
1041,14030105,532,865,3,143571,28000,402713
1041,14030105,532,1930,8,115539,55000,869312
1041,14030105,532,734,6,851389,455000,4653334
1041,14030105,532,1128,2,1189842,171000,2208684
1042,14030105,368,2314,3,1045095,328000,2807285
1042,14030105,368,2190,4,195918,97000,686672
1042,14030105,368,865,2,143571,21000,266142
1042,14030105,368,1290,1,1054599,119000,935599
1042,14030105,368,1355,3,1197501,366000,3226503
1043,14030105,89,865,1,143571,1000,142571
1043,14030105,89,1930,1,115539,3000,112539
1043,14030105,89,455,1,1215134,65000,1150134
1043,14030105,89,1128,1,1189842,27000,1162842
1043,14030105,89,1355,2,1197501,169000,2226002
1044,14030105,532,865,2,143571,15000,272142
1044,14030105,532,455,2,1215134,50000,2380268
1045,14030105,532,865,4,143571,33000,541284
1045,14030105,532,1355,2,1197501,205000,2190002
1045,14030105,532,1930,3,115539,13000,333617
1045,14030105,532,455,1,1215134,42000,1173134
1046,14030105,35,1116,4,1521349,1188000,4897396
1046,14030105,35,865,2,143571,50000,237142
1046,14030105,35,1355,2,1197501,383000,2012002
1046,14030105,35,1282,1,119562,14000,105562
1046,14030105,35,1930,2,115539,23000,208078
1046,14030105,35,749,1,1451605,243000,1208605
1047,14030105,532,865,1,143571,6000,137571
1047,14030105,532,1930,1,115539,7000,108539
1047,14030105,532,1355,1,1197501,47000,1150501
1047,14030105,532,610,2,424412,2000,846824
1048,14030105,81,455,1,1215134,56000,1159134
1048,14030105,81,865,1,143571,5000,138571
1048,14030105,81,489,1,679026,22000,657026
1048,14030105,81,1355,3,1197501,136000,3456503
1048,14030105,81,1930,3,115539,28000,318617
1049,14030105,532,865,1,143571,0,143571
1049,14030105,532,1355,2,1197501,239000,2156002
1049,14030105,532,455,1,1215134,79000,1136134
1050,14030105,532,865,2,143571,21000,266142
1050,14030105,532,1265,5,1070719,106000,5247595
1050,14030105,532,2364,1,329450,5000,324450
1050,14030105,532,412,1,1558019,104000,1454019
1050,14030105,532,1355,2,1197501,52000,2343002
1050,14030105,532,2237,2,213629,32000,395258
1051,14030105,532,1355,2,1197501,179000,2216002
1051,14030105,532,455,1,1215134,99000,1116134
1051,14030105,532,865,6,143571,9000,852426
1052,14030105,122,2095,1,384292,64000,320292
1053,14030105,532,1355,1,1197501,85000,1112501
1053,14030105,532,1930,1,115539,7000,108539
1053,14030105,532,489,2,679026,13000,1345052
1053,14030105,532,865,3,143571,36000,394713
1053,14030105,532,455,2,1215134,29000,2401268
1053,14030105,532,248,8,1347785,843000,9939280
1053,14030105,532,505,1,403362,17000,386362
1053,14030105,532,475,1,737101,37000,700101
1053,14030105,532,2237,1,213629,18000,195629
1054,14030105,532,1930,1,115539,11000,104539
1054,14030105,532,865,2,143571,23000,264142
1054,14030105,532,1128,3,1189842,155000,3414526
1054,14030105,532,455,3,1215134,351000,3294402
1054,14030105,532,489,1,679026,54000,625026
1054,14030105,532,610,2,424412,41000,807824
1054,14030105,532,1355,2,1197501,175000,2220002
1055,14030105,116,865,4,143571,105000,469284
1055,14030105,116,1313,1,1013322,190000,823322
1055,14030105,116,734,1,851389,124000,727389
1056,14030105,532,865,1,143571,0,143571
1056,14030105,532,489,4,679026,49000,2667104
1056,14030105,532,1861,1,1313426,104000,1209426
1056,14030105,532,455,1,1215134,106000,1109134
1056,14030105,532,1355,3,1197501,99000,3493503
1057,14030105,532,865,5,143571,6000,711855
1058,14030105,532,865,2,143571,21000,266142
1058,14030105,532,475,2,737101,95000,1379202
1058,14030105,532,1355,2,1197501,189000,2206002
1058,14030105,532,248,1,1347785,29000,1318785
1058,14030105,532,734,2,851389,52000,1650778
1058,14030105,532,985,2,940783,89000,1792566
1059,14030105,532,865,2,143571,21000,266142
1059,14030105,532,1116,1,1521349,106000,1415349
1059,14030105,532,1355,1,1197501,30000,1167501
1059,14030105,532,1128,1,1189842,22000,1167842
1059,14030105,532,1930,1,115539,6000,109539
1060,14030105,579,1355,1,1197501,85000,1112501
1060,14030105,579,865,2,143571,35000,252142
1060,14030105,579,1017,7,791515,567000,4973605
1060,14030105,579,1930,1,115539,6000,109539
1060,14030105,579,610,1,424412,30000,394412
1060,14030105,579,678,1,593703,30000,563703
1061,14030105,479,865,1,143571,13000,130571
1061,14030105,479,1017,2,791515,110000,1473030
1061,14030105,479,734,1,851389,73000,778389
1061,14030105,479,1930,2,115539,20000,211078
1061,14030105,479,455,2,1215134,114000,2316268
1062,14030106,532,865,1,143571,13000,130571
1062,14030106,532,505,2,403362,66000,740724
1062,14030106,532,1355,2,1197501,17000,2378002
1063,14030106,519,865,1,143571,9000,134571
1063,14030106,519,771,2,46114,7000,85228
1063,14030106,519,502,9,186218,103000,1572962
1063,14030106,519,455,3,1215134,403000,3242402
1063,14030106,519,1930,3,115539,25000,321617
1064,14030106,454,1861,2,1313426,247000,2379852
1064,14030106,454,1930,4,115539,68000,394156
1064,14030106,454,865,1,143571,16000,127571
1064,14030106,454,825,2,1135530,281000,1990060
1064,14030106,454,1355,5,1197501,423000,5564505
1065,14030106,519,505,2,403362,53000,753724
1065,14030106,519,865,1,143571,8000,135571
1065,14030106,519,1355,1,1197501,113000,1084501
1066,14030106,532,865,1,143571,3000,140571
1066,14030106,532,1355,3,1197501,252000,3340503
1066,14030106,532,455,2,1215134,167000,2263268
1066,14030106,532,489,5,679026,267000,3128130
1066,14030106,532,62,2,1529891,202000,2857782
1067,14030106,532,1128,2,1189842,129000,2250684
1067,14030106,532,865,2,143571,26000,261142
1067,14030106,532,505,3,403362,8000,1202086
1067,14030106,532,248,3,1347785,230000,3813355
1067,14030106,532,610,1,424412,5000,419412
1067,14030106,532,455,2,1215134,170000,2260268
1067,14030106,532,572,5,826512,206000,3926560
1067,14030106,532,1930,2,115539,1000,230078
1068,14030106,532,865,2,143571,9000,278142
1069,14030106,532,865,1,143571,13000,130571
1069,14030106,532,1355,3,1197501,206000,3386503
1070,14030106,532,865,1,143571,0,143571
1070,14030106,532,1355,3,1197501,169000,3423503
1070,14030106,532,412,2,1558019,285000,2831038
1070,14030106,532,610,1,424412,24000,400412
1071,14030106,532,1644,1,1064460,35000,1029460
1071,14030106,532,865,2,143571,24000,263142
1072,14030106,532,455,2,1215134,70000,2360268
1072,14030106,532,865,5,143571,58000,659855
1072,14030106,532,1930,2,115539,10000,221078
1072,14030106,532,610,1,424412,13000,411412
1073,14030106,51,865,2,143571,14000,273142
1073,14030106,51,455,8,1215134,639000,9082072
1073,14030106,51,610,2,424412,35000,813824
1073,14030106,51,1313,3,1013322,190000,2849966
1073,14030106,51,505,2,403362,74000,732724
1073,14030106,51,1017,1,791515,77000,714515
1073,14030106,51,1355,2,1197501,57000,2338002
1074,14030106,532,865,1,143571,14000,129571
1074,14030106,532,455,5,1215134,280000,5795670
1075,14030106,35,1355,3,1197501,538000,3054503
1075,14030106,35,865,3,143571,64000,366713
1076,14030106,532,865,3,143571,42000,388713
1076,14030106,532,412,1,1558019,85000,1473019
1076,14030106,532,2190,1,195918,18000,177918
1077,14030106,532,1930,4,115539,39000,423156
1077,14030106,532,865,1,143571,11000,132571
1077,14030106,532,2190,2,195918,32000,359836
1077,14030106,532,1715,1,1717194,51000,1666194
1078,14030106,532,865,10,143571,70000,1365710
1078,14030106,532,1930,1,115539,6000,109539
1078,14030106,532,248,1,1347785,74000,1273785
1078,14030106,532,1355,2,1197501,109000,2286002
1078,14030106,532,2380,1,1236016,23000,1213016
1079,14030106,476,865,2,143571,6000,281142
1079,14030106,476,455,3,1215134,15000,3630402
1079,14030106,476,1355,3,1197501,253000,3339503
1079,14030106,476,2190,3,195918,22000,565754
1079,14030106,476,610,2,424412,69000,779824
1080,14030106,533,455,2,1215134,264000,2166268
1081,14030107,155,865,2,143571,15000,272142
1081,14030107,155,1930,2,115539,16000,215078
1081,14030107,155,1116,2,1521349,199000,2843698
1081,14030107,155,1355,1,1197501,56000,1141501
1081,14030107,155,1313,6,1013322,205000,5874932
1081,14030107,155,1644,4,1064460,362000,3895840
1082,14030107,532,455,1,1215134,38000,1177134
1082,14030107,532,248,3,1347785,307000,3736355
1082,14030107,532,865,4,143571,2000,572284
1082,14030107,532,1355,1,1197501,75000,1122501
1083,14030107,532,865,2,143571,19000,268142
1083,14030107,532,1355,4,1197501,22000,4768004
1083,14030107,532,610,3,424412,37000,1236236
1083,14030107,532,1861,1,1313426,19000,1294426
1083,14030107,532,1128,2,1189842,134000,2245684
1083,14030107,532,489,3,679026,34000,2003078
1083,14030107,532,1116,1,1521349,132000,1389349
1084,14030107,472,865,1,143571,20000,123571
1084,14030107,472,610,1,424412,40000,384412
1084,14030107,472,1930,1,115539,8000,107539
1084,14030107,472,1017,1,791515,103000,688515
1085,14030107,532,1930,2,115539,7000,224078
1085,14030107,532,1313,2,1013322,129000,1897644
1085,14030107,532,865,2,143571,7000,280142
1086,14030107,532,865,2,143571,6000,281142
1086,14030107,532,248,2,1347785,154000,2541570
1086,14030107,532,1355,9,1197501,318000,10459509
1086,14030107,532,610,1,424412,24000,400412
1086,14030107,532,1313,2,1013322,150000,1876644
1087,14030107,532,610,2,424412,42000,806824
1088,14030107,565,865,1,143571,18000,125571
1088,14030107,565,455,2,1215134,207000,2223268
1088,14030107,565,610,2,424412,95000,753824
1088,14030107,565,734,2,851389,207000,1495778
1088,14030107,565,1355,2,1197501,320000,2075002
1088,14030107,565,1116,2,1521349,427000,2615698
1088,14030107,565,2190,2,195918,31000,360836
1088,14030107,565,1930,2,115539,24000,207078
1089,14030107,574,865,1,143571,18000,125571
1089,14030107,574,1930,3,115539,40000,306617
1089,14030107,574,455,1,1215134,187000,1028134
1089,14030107,574,1355,7,1197501,1283000,7099507
1089,14030107,574,1128,5,1189842,1088000,4861210
1089,14030107,574,610,1,424412,77000,347412
1090,14030107,532,865,3,143571,32000,398713
1090,14030107,532,1355,1,1197501,13000,1184501
1090,14030107,532,1930,6,115539,9000,684234
1090,14030107,532,1017,6,791515,408000,4341090
1091,14030107,500,865,7,143571,97000,907997
1091,14030107,500,1290,3,1054599,115000,3048797
1091,14030107,500,489,3,679026,2000,2035078
1091,14030107,500,1128,2,1189842,108000,2271684
1091,14030107,500,1930,2,115539,15000,216078
1091,14030107,500,505,2,403362,66000,740724
1092,14030107,523,1313,1,1013322,125000,888322
1092,14030107,523,1355,1,1197501,225000,972501
1092,14030107,523,865,2,143571,54000,233142
1092,14030107,523,1930,1,115539,12000,103539
1092,14030107,523,610,3,424412,243000,1030236
1092,14030107,523,248,1,1347785,262000,1085785
1092,14030107,523,734,1,851389,127000,724389
1093,14030107,262,865,2,143571,47000,240142
1093,14030107,262,1930,3,115539,67000,279617
1094,14030107,532,865,3,143571,6000,424713
1094,14030107,532,455,2,1215134,24000,2406268
1094,14030107,532,610,2,424412,34000,814824
1094,14030107,532,1355,6,1197501,23000,7162006
1095,14030107,533,865,2,143571,41000,246142
1095,14030107,533,455,4,1215134,291000,4569536
1095,14030107,533,1128,2,1189842,248000,2131684
1095,14030107,533,1930,7,115539,69000,739773
1096,14030107,532,865,1,143571,1000,142571
1096,14030107,532,610,3,424412,57000,1216236
1096,14030107,532,1128,2,1189842,5000,2374684
1097,14030107,532,865,1,143571,1000,142571
1097,14030107,532,455,2,1215134,16000,2414268
1097,14030107,532,1355,3,1197501,74000,3518503
1097,14030107,532,248,1,1347785,117000,1230785
1097,14030107,532,505,4,403362,0,1613448
1098,14030107,532,865,1,143571,1000,142571
1098,14030107,532,1930,1,115539,2000,113539
1098,14030107,532,1355,2,1197501,6000,2389002
1098,14030107,532,2190,1,195918,15000,180918
1098,14030107,532,1116,3,1521349,240000,4324047
1099,14030107,532,865,2,143571,3000,284142
1099,14030107,532,1355,2,1197501,226000,2169002
1099,14030107,532,455,1,1215134,95000,1120134
1099,14030107,532,1930,4,115539,24000,438156
1099,14030107,532,1116,2,1521349,293000,2749698
1100,14030107,532,865,2,143571,11000,276142
1100,14030107,532,1930,2,115539,11000,220078
1101,14030107,415,1355,1,1197501,9000,1188501
1101,14030107,415,865,2,143571,1000,286142
1101,14030107,415,455,1,1215134,76000,1139134
1101,14030107,415,2237,9,213629,102000,1820661
1101,14030107,415,1017,2,791515,95000,1488030
1101,14030107,415,1861,1,1313426,92000,1221426
1101,14030107,415,734,4,851389,221000,3184556
1102,14030108,532,1290,1,1054599,47000,1007599
1102,14030108,532,1930,1,115539,3000,112539
1102,14030108,532,865,2,143571,11000,276142
1102,14030108,532,1128,1,1189842,50000,1139842
1102,14030108,532,2237,2,213629,15000,412258
1102,14030108,532,248,1,1347785,124000,1223785
1103,14030108,532,865,3,143571,4000,426713
1103,14030108,532,455,1,1215134,89000,1126134
1104,14030108,533,865,2,143571,31000,256142
1104,14030108,533,455,2,1215134,201000,2229268
1104,14030108,533,1116,1,1521349,129000,1392349
1104,14030108,533,1644,2,1064460,266000,1862920
1104,14030108,533,1930,4,115539,56000,406156
1104,14030108,533,1017,6,791515,522000,4227090
1104,14030108,533,248,1,1347785,145000,1202785
1105,14030108,35,865,2,143571,35000,252142
1105,14030108,35,505,1,403362,74000,329362
1105,14030108,35,248,1,1347785,237000,1110785
1106,14030108,532,734,7,851389,487000,5472723
1106,14030108,532,865,2,143571,18000,269142
1106,14030108,532,1355,1,1197501,111000,1086501
1106,14030108,532,1861,3,1313426,105000,3835278
1107,14030108,532,455,3,1215134,112000,3533402
1107,14030108,532,865,1,143571,0,143571
1107,14030108,532,1128,4,1189842,269000,4490368
1108,14030108,51,865,1,143571,9000,134571
1108,14030108,51,248,1,1347785,100000,1247785
1108,14030108,51,1128,1,1189842,49000,1140842
1108,14030108,51,455,1,1215134,44000,1171134
1109,14030108,532,865,3,143571,24000,406713
1109,14030108,532,1930,1,115539,7000,108539
1109,14030108,532,1355,2,1197501,116000,2279002
1109,14030108,532,248,2,1347785,73000,2622570
1110,14030108,532,1355,1,1197501,51000,1146501
1110,14030108,532,1290,1,1054599,71000,983599
1110,14030108,532,865,2,143571,19000,268142
1110,14030108,532,1313,1,1013322,40000,973322
1110,14030108,532,1930,2,115539,0,231078
1110,14030108,532,248,1,1347785,28000,1319785
1111,14030108,532,865,1,143571,4000,139571
1111,14030108,532,1355,1,1197501,89000,1108501
1112,14030108,151,865,1,143571,10000,133571
1112,14030108,151,455,3,1215134,26000,3619402
1113,14030108,532,865,1,143571,0,143571
1113,14030108,532,1290,5,1054599,454000,4818995
1113,14030108,532,1644,2,1064460,122000,2006920
1113,14030108,532,455,3,1215134,152000,3493402
1113,14030108,532,610,1,424412,0,424412
1113,14030108,532,749,1,1451605,116000,1335605
1113,14030108,532,1313,2,1013322,168000,1858644
1114,14030108,532,455,1,1215134,102000,1113134
1114,14030108,532,865,1,143571,8000,135571
1114,14030108,532,1355,2,1197501,94000,2301002
1114,14030108,532,1930,1,115539,3000,112539
1114,14030108,532,734,1,851389,14000,837389
1114,14030108,532,610,2,424412,9000,839824
1114,14030108,532,1039,2,81747,14000,149494
1114,14030108,532,1313,1,1013322,73000,940322
1115,14030108,532,865,3,143571,10000,420713
1115,14030108,532,1355,1,1197501,23000,1174501
1115,14030108,532,489,2,679026,103000,1255052
1115,14030108,532,248,2,1347785,47000,2648570
1115,14030108,532,455,3,1215134,277000,3368402
1116,14030108,552,1128,2,1189842,267000,2112684
1116,14030108,552,865,4,143571,64000,510284
1116,14030108,552,1355,1,1197501,68000,1129501
1116,14030108,552,734,2,851389,136000,1566778
1116,14030108,552,1313,1,1013322,56000,957322
1117,14030108,532,865,1,143571,6000,137571
1117,14030108,532,1355,1,1197501,99000,1098501
1117,14030108,532,1930,2,115539,10000,221078
1118,14030108,532,1116,3,1521349,408000,4156047
1118,14030108,532,248,2,1347785,218000,2477570
1118,14030108,532,1313,2,1013322,65000,1961644
1118,14030108,532,455,2,1215134,36000,2394268
1118,14030108,532,1355,1,1197501,12000,1185501
1119,14030108,582,865,1,143571,10000,133571
1119,14030108,582,1039,2,81747,2000,161494
1119,14030108,582,1355,1,1197501,52000,1145501
1119,14030108,582,610,2,424412,44000,804824
1119,14030108,582,734,1,851389,31000,820389
1119,14030108,582,1644,1,1064460,63000,1001460
1119,14030108,582,1930,3,115539,22000,324617
1120,14030108,479,865,1,143571,9000,134571
1120,14030108,479,1355,1,1197501,86000,1111501
1121,14030108,532,865,4,143571,50000,524284
1121,14030108,532,1355,1,1197501,41000,1156501
1121,14030108,532,505,6,403362,169000,2251172
1121,14030108,532,1861,1,1313426,78000,1235426
1122,14030108,390,455,1,1215134,106000,1109134
1122,14030108,390,734,3,851389,335000,2219167
1122,14030108,390,865,2,143571,38000,249142
1122,14030108,390,1355,3,1197501,425000,3167503
1122,14030108,390,1128,1,1189842,80000,1109842
1122,14030108,390,106,1,1003398,145000,858398
1122,14030108,390,248,2,1347785,195000,2500570
1123,14030109,442,865,3,143571,79000,351713
1124,14030109,532,865,1,143571,4000,139571
1124,14030109,532,1930,3,115539,4000,342617
1124,14030109,532,455,1,1215134,19000,1196134
1124,14030109,532,1355,3,1197501,277000,3315503
1124,14030109,532,1128,3,1189842,59000,3510526
1124,14030109,532,248,2,1347785,64000,2631570
1124,14030109,532,1313,2,1013322,57000,1969644
1125,14030109,499,1715,2,1717194,183000,3251388
1125,14030109,499,865,1,143571,11000,132571
1125,14030109,499,1355,1,1197501,113000,1084501
1125,14030109,499,1930,8,115539,42000,882312
1126,14030109,532,865,6,143571,70000,791426
1126,14030109,532,1930,3,115539,4000,342617
1126,14030109,532,62,1,1529891,98000,1431891
1126,14030109,532,455,4,1215134,269000,4591536
1126,14030109,532,1355,1,1197501,101000,1096501
1127,14030109,532,865,1,143571,10000,133571
1127,14030109,532,248,1,1347785,122000,1225785
1127,14030109,532,455,1,1215134,53000,1162134
1127,14030109,532,1930,5,115539,12000,565695
1127,14030109,532,1355,2,1197501,83000,2312002
1127,14030109,532,505,1,403362,2000,401362
1127,14030109,532,1017,2,791515,37000,1546030
1128,14030109,532,1116,1,1521349,4000,1517349
1128,14030109,532,610,5,424412,178000,1944060
1128,14030109,532,865,1,143571,4000,139571
1128,14030109,532,248,3,1347785,281000,3762355
1128,14030109,532,1355,1,1197501,84000,1113501
1128,14030109,532,1930,2,115539,0,231078
1128,14030109,532,1128,1,1189842,30000,1159842
1128,14030109,532,1039,3,81747,13000,232241
1128,14030109,532,455,3,1215134,192000,3453402
1129,14030109,532,865,1,143571,4000,139571
