DateKey,ProductKey,QuantityOnHand,QuantityOrdered
14030224,1017,107,0
14030231,1017,104,0
14030106,1039,95,0
14030113,1039,98,0
14030120,1039,101,0
14030127,1039,104,0
14030203,1039,100,0
14030210,1039,102,0
14030217,1039,97,0
14030224,1039,100,0
14030231,1039,98,0
14030106,1116,127,0
14030113,1116,124,0
14030120,1116,125,0
14030127,1116,125,0
14030203,1116,123,0
14030210,1116,119,0
14030217,1116,122,0
14030224,1116,125,0
14030231,1116,124,0
14030106,1128,300,0
14030113,1128,301,0
14030120,1128,299,0
14030127,1128,297,0
14030203,1128,294,0
14030210,1128,292,0
14030217,1128,291,0
14030224,1128,286,0
14030231,1128,284,0
14030106,1265,74,0
14030113,1265,70,0
14030120,1265,71,0
14030127,1265,67,0
14030203,1265,66,0
14030210,1265,69,0
14030217,1265,64,0
14030224,1265,68,0
14030231,1265,67,0
14030106,1282,21,0
14030113,1282,24,0
14030120,1282,20,0
14030127,1282,21,0
14030203,1282,25,0
14030210,1282,26,0
14030217,1282,30,0
14030224,1282,27,0
14030231,1282,26,0
14030106,1290,80,0
14030113,1290,76,0
14030120,1290,78,0
14030127,1290,78,0
14030203,1290,76,0
14030210,1290,74,0
14030217,1290,78,0
14030224,1290,81,0
14030231,1290,76,0
14030106,1313,241,0
14030113,1313,237,0
14030120,1313,232,0
14030127,1313,235,0
14030203,1313,235,0
14030210,1313,235,0
14030217,1313,239,0
14030224,1313,235,0
14030231,1313,232,0
14030106,1355,771,0
14030113,1355,771,0
14030120,1355,773,0
14030127,1355,773,0
14030203,1355,774,0
14030210,1355,778,0
14030217,1355,773,0
14030224,1355,777,0
14030231,1355,778,0
14030106,1479,91,0
14030113,1479,94,0
14030120,1479,96,0
14030127,1479,100,0
14030203,1479,99,0
14030210,1479,98,0
14030217,1479,99,0
14030224,1479,100,0
14030231,1479,103,0
14030106,1492,91,0
14030113,1492,89,0
14030120,1492,89,0
14030127,1492,89,0
14030203,1492,93,0
14030210,1492,93,0
14030217,1492,90,0
14030224,1492,86,0
14030231,1492,89,0
14030106,1644,146,0
14030113,1644,142,0
14030120,1644,138,0
14030127,1644,133,0
14030203,1644,130,0
14030210,1644,128,0
14030217,1644,129,0
14030224,1644,125,0
14030231,1644,124,0
14030106,1715,88,0
14030113,1715,92,0
14030120,1715,92,0
14030127,1715,95,0
14030203,1715,96,0
14030210,1715,97,0
14030217,1715,100,0
14030224,1715,101,0
14030231,1715,99,0
14030106,1828,68,0
14030113,1828,72,0
14030120,1828,70,0
14030127,1828,71,0
14030203,1828,70,0
14030210,1828,71,0
14030217,1828,74,0
14030224,1828,72,0
14030231,1828,67,0
14030106,1861,112,0
14030113,1861,108,0
14030120,1861,104,0
14030127,1861,108,0
14030203,1861,105,0
14030210,1861,100,0
14030217,1861,102,0
14030224,1861,101,0
14030231,1861,98,0
14030106,1930,560,0
14030113,1930,557,0
14030120,1930,560,0
14030127,1930,563,0
14030203,1930,564,0
14030210,1930,559,0
14030217,1930,561,0
14030224,1930,558,0
14030231,1930,560,0
14030106,2039,24,0
14030113,2039,20,0
14030120,2039,16,0
14030127,2039,16,0
14030203,2039,12,0
14030210,2039,13,18
14030217,2039,14,0
14030224,2039,32,0
14030231,2039,31,0
14030106,2095,59,0
14030113,2095,58,0
14030120,2095,56,0
14030127,2095,53,0
14030203,2095,48,0
14030210,2095,49,0
14030217,2095,49,0
14030224,2095,51,0
14030231,2095,46,0
14030106,2190,118,0
14030113,2190,116,0
14030120,2190,114,0
14030127,2190,118,0
14030203,2190,117,0
14030210,2190,112,0
14030217,2190,110,0
14030224,2190,106,0
14030231,2190,102,0
14030106,2237,73,0
14030113,2237,72,0
14030120,2237,69,0
14030127,2237,64,0
14030203,2237,67,0
14030210,2237,68,0
14030217,2237,63,0
14030224,2237,60,0
14030231,2237,57,0
14030106,2314,16,0
14030113,2314,16,0
14030120,2314,11,0
14030127,2314,7,0
14030203,2314,5,14
14030210,2314,0,14
14030217,2314,0,14
14030224,2314,0,14
14030231,2314,0,14
14030106,2364,93,0
14030113,2364,96,0
14030120,2364,96,0
14030127,2364,97,0
14030203,2364,93,0
14030210,2364,89,0
14030217,2364,85,0
14030224,2364,82,0
14030231,2364,80,0
14030106,2380,102,0
14030113,2380,101,0
14030120,2380,103,0
14030127,2380,105,0
14030203,2380,105,0
14030210,2380,108,0
14030217,2380,108,0
14030224,2380,107,0
14030231,2380,110,0
14030106,2442,20,0
14030113,2442,21,0
14030120,2442,16,0
14030127,2442,14,0
14030203,2442,13,0
14030210,2442,8,0
14030217,2442,12,16
14030224,2442,13,0
14030231,2442,30,0
14030106,2456,38,0
14030113,2456,33,0
14030120,2456,29,0
14030127,2456,26,0
14030203,2456,30,0
14030210,2456,34,0
14030217,2456,37,0
14030224,2456,34,0
14030231,2456,29,0
