Antecedent,Consequent,Support,Confidence,Lift
"فیگور شرک صورتی کوچک, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.033729503686585234,0.745742092457421,1.3923481393385218
"کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده, لگو آتش‌نشانی نارنجی کوچک, عروسک پارچه‌ای قرمز خانواده",پازل چوبی سفید متوسط,0.029327610872675252,0.538928210313448,1.3906689328747128
"توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.04236821833388357,0.5248807089297887,1.390146022164089
"عروسک پارچه‌ای قرمز خانواده, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.029382634532849124,0.5372233400402414,1.3862696268481254
"توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.04236821833388357,0.5612244897959184,1.3843232732832549
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",پازل چوبی سفید متوسط,0.023054913612853528,0.5358056265984655,1.3826113102087907
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",پازل چوبی سفید متوسط,0.023164960933201275,0.5356234096692112,1.3821411113628062
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.022724771651810277,0.7401433691756272,1.3818949652144903
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط, لگو آتش‌نشانی نارنجی کوچک",عروسک خرسی سبز خانواده,0.03615054473423572,0.5737991266375546,1.3803077865666338
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",عروسک خرسی سبز خانواده,0.024650599757895894,0.5728900255754475,1.3781208901135915
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, پازل چوبی سفید متوسط",لگو آتش‌نشانی نارنجی کوچک,0.02008363596346429,0.7588357588357588,1.3760807305010059
"فیگور شرک صورتی کوچک, پازل چوبی سفید متوسط, توپ بسکتبال چندرنگ بزرگ",لگو آتش‌نشانی نارنجی کوچک,0.020138659623638165,0.7577639751552796,1.3741371467244115
"ماشین سرعتی زرد کوچک, پازل چوبی سفید متوسط, لگو آتش‌نشانی نارنجی کوچک",عروسک خرسی سبز خانواده,0.036205568394409596,0.5711805555555555,1.374008658724906
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.033729503686585234,0.5321180555555556,1.3730957747645416
"فیگور شرک صورتی کوچک, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.03378452734675911,0.5320623916811092,1.3729521377839669
"توپ بسکتبال آبی متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.022119511389897657,0.5180412371134021,1.372031688035408
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",عروسک خرسی سبز خانواده,0.024650599757895894,0.5699745547073791,1.3711075522504181
"توپ بسکتبال چندرنگ بزرگ, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.04236821833388357,0.731939163498099,1.3665771889679938
"عروسک پارچه‌ای قرمز خانواده, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.029327610872675252,0.7311385459533608,1.3650823848527205
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.03615054473423572,0.5281350482315113,1.3628178853555992
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.02008363596346429,0.5140845070422535,1.3615522924782737
"ماشین سرعتی زرد کوچک, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.036205568394409596,0.5272435897435898,1.360517535141275
"کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.04236821833388357,0.5266757865937073,1.3590523563189032
"کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک, پازل چوبی سفید متوسط",عروسک خرسی سبز خانواده,0.04236821833388357,0.5649303008070433,1.3589733007104177
"توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.04242324199405745,0.5255623721881391,1.3561792634029872
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.024650599757895894,0.7260940032414911,1.3556639012647278
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.033729503686585234,0.7475609756097561,1.3556349202486238
"فیگور شرک صورتی کوچک, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.03378452734675911,0.7469586374695864,1.3545426339425528
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.024210410476504896,0.5104408352668214,1.3519020314979906
"پازل چوبی سفید متوسط, لگو آتش‌نشانی نارنجی کوچک, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.04242324199405745,0.5619533527696794,1.35181207587507
"توپ بسکتبال آبی متوسط, کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.022119511389897657,0.5234375,1.3506961699559845
"فیگور شرک صورتی کوچک, ماشین سرعتی زرد کوچک","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.026136238582590513,0.5472350230414746,1.3498166814272203
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.022724771651810277,0.7441441441441441,1.3494388022027215
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.02586112028172114,0.5452436194895592,1.3449046607767712
"توپ بسکتبال آبی متوسط, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.022229558710245404,0.520618556701031,1.3434220714872265
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.022724771651810277,0.7401433691756272,1.342183754879051
"ماشین سرعتی زرد کوچک, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.03615054473423572,0.7188183807439825,1.342079849151545
"توپ بسکتبال آبی متوسط, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.022119511389897657,0.5425101214574899,1.3381621806960398
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",پازل چوبی سفید متوسط,0.02008363596346429,0.5162659123055163,1.3321903578362138
"لگو آتش‌نشانی نارنجی کوچک, پازل نقشه ایران سفید بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.023825244855287774,0.502903600464576,1.3319396728130581
"کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده, پازل چوبی سفید متوسط, عروسک پارچه‌ای قرمز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.029327610872675252,0.7341597796143251,1.331333050759404
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ, لگو آتش‌نشانی نارنجی کوچک",پازل چوبی سفید متوسط,0.020138659623638165,0.5154929577464789,1.33019579924528
"کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.04236821833388357,0.7333333333333334,1.329834364398324
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.03378452734675911,0.5390693590869184,1.3296751536435472
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.020468801584681413,0.5020242914979757,1.3296108239120095
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ, کلاه جشن تولد نارنجی خانواده",پازل چوبی سفید متوسط,0.024210410476504896,0.5152224824355972,1.3294978554287298
"فیگور شرک صورتی کوچک, عروسک پارچه‌ای قرمز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.027071640805546384,0.7120115774240231,1.3293711124002667
"پازل چوبی سفید متوسط, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.04242324199405745,0.7328897338403043,1.3290299364212423
"فیگور شرک صورتی کوچک, ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.026136238582590513,0.5523255813953488,1.3286519015591092
"عروسک پارچه‌ای قرمز خانواده, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.029382634532849124,0.7325102880658436,1.3283418454708285
"پازل چوبی سفید متوسط, عروسک خرسی سفید بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.026026191262242763,0.5381114903299203,1.3273124627111796
"عروسک پارچه‌ای قرمز خانواده, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.03994717728623308,0.5377777777777778,1.326489323199421
"ماشین سرعتی زرد کوچک, پازل نقشه ایران سفید بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.020248706943985915,0.5372262773722629,1.3251289854727886
"عروسک خرسی سفید بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.026026191262242763,0.5,1.3242494899446224
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.02586112028172114,0.550351288056206,1.3239026219898726
"توپ بسکتبال آبی متوسط, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.030263013095631123,0.7087628865979382,1.3233055990374902
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.024650599757895894,0.7296416938110748,1.3231399065378642
"فیگور شرک صورتی کوچک, ماشین سرعتی زرد کوچک",عروسک خرسی سبز خانواده,0.026246285902938263,0.5495391705069125,1.3219490251214596
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ",پازل چوبی سفید متوسط,0.02426543413667877,0.511600928074246,1.3201526717054304
"عروسک پارچه‌ای قرمز خانواده, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.03994717728623308,0.4982841455044612,1.3197050510635495
"توپ بسکتبال آبی متوسط, پازل چوبی سفید متوسط, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.022119511389897657,0.548431105047749,1.31928350802618
"توپ بسکتبال آبی متوسط, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.028447232309893253,0.4980732177263969,1.3191464090585159
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.021789369428854406,0.5344129554655871,1.318189610834905
"عروسک پارچه‌ای قرمز خانواده, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.02597116760206889,0.5475638051044084,1.3171971666403068
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.024650599757895894,0.7260940032414911,1.3167064872192038
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.030538131396500495,0.5336538461538461,1.3163171824104234
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده, کلاه جشن تولد نارنجی خانواده",پازل چوبی سفید متوسط,0.020468801584681413,0.508891928864569,1.313162276754888
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.03378452734675911,0.5452930728241564,1.311734785639473
"توپ بسکتبال آبی متوسط, پازل چوبی سفید متوسط",عروسک خرسی سبز خانواده,0.022229558710245404,0.5452091767881242,1.3115329687554427
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.03615054473423572,0.7227722772277227,1.310682834397988
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده",پازل چوبی سفید متوسط,0.020688896225376913,0.5074224021592443,1.3093702593840841
"فیگور بتمن نارنجی بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.021074061846594036,0.49419354838709684,1.3088711087710723
"توپ بسکتبال آبی متوسط, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.030263013095631123,0.5298651252408478,1.306971876510202
"عروسک پارچه‌ای قرمز خانواده, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.054418399911962144,0.5297268344938404,1.3066307668418913
"ماشین سرعتی زرد کوچک, پازل نقشه ایران سفید بزرگ",عروسک خرسی سبز خانواده,0.020468801584681413,0.543065693430657,1.3063766925756135
"کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط, عروسک خرسی سفید بزرگ",عروسک خرسی سبز خانواده,0.026026191262242763,0.5430539609644087,1.3063484694331124
"پازل چوبی سفید متوسط, پازل نقشه ایران سفید بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.023825244855287774,0.6995153473344103,1.3060398523171948
"فیگور شرک صورتی کوچک, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.04511940134257731,0.5293737895416398,1.3057599417928558
"ماشین سرعتی زرد کوچک, کلاه جشن تولد نارنجی خانواده, پازل نقشه ایران سفید بزرگ",عروسک خرسی سبز خانواده,0.020248706943985915,0.5427728613569321,1.3056722676771522
"ماشین سرعتی زرد کوچک, پازل چوبی سفید متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.036205568394409596,0.7199124726477024,1.3054968347534768
"فیگور شرک صورتی کوچک, عروسک پارچه‌ای قرمز خانواده, کلاه جشن تولد نارنجی خانواده",لگو آتش‌نشانی نارنجی کوچک,0.027071640805546384,0.719298245614035,1.3043829890031404
"پازل چوبی سفید متوسط, فیگور بتمن نارنجی بزرگ","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.027896995708154508,0.6983471074380165,1.3038586737804103
"کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک, پازل نقشه ایران سفید بزرگ, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.023825244855287774,0.5052508751458576,1.3037667762176368
"عروسک پارچه‌ای قرمز خانواده, پازل چوبی سفید متوسط, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.03994717728623308,0.5417910447761194,1.3033104497367562
"توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سفید بزرگ","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.021239132827115658,0.6980108499095841,1.3032308594880606
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.021789369428854406,0.5417236662106703,1.3031483666065813
"ماشین سرعتی زرد کوچک, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.03394959832728073,0.5417032484635645,1.3030992505065284
"فیگور شرک صورتی کوچک, ماشین سرعتی زرد کوچک","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.023495102894244526,0.49193548387096775,1.3028906272035803
"توپ بسکتبال آبی متوسط, لگو آتش‌نشانی نارنجی کوچک, کلاه جشن تولد نارنجی خانواده",پازل چوبی سفید متوسط,0.028447232309893253,0.5048828125,1.302817014677694
"توپ بسکتبال آبی متوسط, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, لگو آتش‌نشانی نارنجی کوچک",0.028447232309893253,0.6977058029689609,1.302661317357499
"کلاه جشن تولد نارنجی خانواده, عروسک خرسی سفید بزرگ, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.026026191262242763,0.5048025613660618,1.3026099318851068
"پازل چوبی سفید متوسط, توپ بسکتبال چندرنگ بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.0577748431825685,0.5279034690799396,1.3021332311426197
"پازل چوبی سفید متوسط, فیگور بتمن نارنجی بزرگ","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.021074061846594036,0.5275482093663912,1.3012569431358298
"فیگور شرک صورتی کوچک, کلاه جشن تولد نارنجی خانواده, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.030538131396500495,0.5404089581304771,1.2999857584464978
"عروسک پارچه‌ای قرمز خانواده, کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.03994717728623308,0.5034674063800277,1.2991646519310838
"عروسک پارچه‌ای قرمز خانواده, پازل چوبی سفید متوسط",عروسک خرسی سبز خانواده,0.040112248266754705,0.54,1.299001985440106
"توپ بسکتبال آبی متوسط, کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.030263013095631123,0.7161458333333334,1.2986663714827382
"لگو آتش‌نشانی نارنجی کوچک, پازل نقشه ایران سفید بزرگ, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.023825244855287774,0.502903600464576,1.2977097877102377
"پازل چوبی سفید متوسط, عروسک خرسی سفید بزرگ",عروسک خرسی سبز خانواده,0.026081214922416638,0.5392491467576792,1.2971957634909415
"فیگور شرک صورتی کوچک, عروسک پارچه‌ای قرمز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.027181688125894134,0.7149059334298119,1.2964179239825786
"ماشین سرعتی زرد کوچک, عروسک پارچه‌ای قرمز خانواده",عروسک خرسی سبز خانواده,0.021954440409376032,0.5384615384615384,1.2953011250827267
"لگو آتش‌نشانی نارنجی کوچک, فیگور بتمن نارنجی بزرگ","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.027896995708154508,0.48891031822565095,1.2948784790779626
"عروسک پارچه‌ای قرمز خانواده, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.050181578078573784,0.48848419925013387,1.2937499034059943
"عروسک خرسی سفید بزرگ, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.026081214922416638,0.5010570824524313,1.2929449689749377
"توپ بسکتبال آبی متوسط, لگو آتش‌نشانی نارنجی کوچک, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.030263013095631123,0.537109375,1.292048415784249
"عروسک پارچه‌ای قرمز خانواده, لگو آتش‌نشانی نارنجی کوچک, کلاه جشن تولد نارنجی خانواده",عروسک خرسی سبز خانواده,0.054418399911962144,0.5369163952225842,1.2915841914990396
"عروسک پارچه‌ای قرمز خانواده, عروسک خرسی سبز خانواده",پازل چوبی سفید متوسط,0.040112248266754705,0.5003431708991077,1.2911027669913935
"فیگور شرک صورتی کوچک, توپ بسکتبال چندرنگ بزرگ",عروسک خرسی سبز خانواده,0.03070320237702212,0.5365384615384615,1.2906750496360027
"توپ بسکتبال آبی متوسط, لگو آتش‌نشانی نارنجی کوچک",پازل چوبی سفید متوسط,0.028557279630241003,0.5,1.2902172369728808
"ماشین سرعتی زرد کوچک, پازل چوبی سفید متوسط","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.050016507098052165,0.5230149597238205,1.29007517345558
"توپ بسکتبال آبی متوسط, عروسک خرسی سبز خانواده",لگو آتش‌نشانی نارنجی کوچک,0.03037306041597887,0.711340206185567,1.2899517967687584
"ماشین سرعتی زرد کوچک, لگو آتش‌نشانی نارنجی کوچک","کلاه جشن تولد نارنجی خانواده, عروسک خرسی سبز خانواده",0.06844943325630021,0.5229087852038671,1.2898132820704507
"توپ بسکتبال چندرنگ بزرگ, عروسک خرسی سبز خانواده","کلاه جشن تولد نارنجی خانواده, پازل چوبی سفید متوسط",0.0577748431825685,0.48656163113994433,1.2886579837273897
