DateKey,ProductKey,QuantityOnHand,QuantityOrdered
14030821,3,69,0
14030828,3,68,0
14030905,3,72,0
14030912,3,75,0
14030919,3,70,0
14030926,3,69,0
14031003,3,66,0
14031010,3,61,0
14031017,3,63,0
14031024,3,64,0
14031101,3,61,0
14031108,3,63,0
14031115,3,63,0
14031122,3,62,0
14031129,3,57,0
14031206,3,52,0
14031213,3,55,0
14031220,3,59,0
14031227,3,59,0
14040104,3,62,0
14040111,3,62,0
14040118,3,58,0
14040125,3,54,0
14040201,3,52,0
14040208,3,55,0
14040215,3,57,0
14040222,3,60,0
14040229,3,63,0
14040305,3,60,0
14040312,3,57,0
14040319,3,53,0
14040326,3,55,0
14040402,3,58,0
14040409,3,57,0
14040416,3,58,0
14040423,3,54,0
14040430,3,58,0
14040506,3,61,0
14040513,3,65,0
14040520,3,68,0
14040527,3,71,0
14040603,3,66,0
14040610,3,68,0
14040617,3,66,0
14040624,3,70,0
14040631,3,73,0
14040707,3,76,0
14040714,3,79,0
14040721,3,76,0
14040728,3,78,0
14040805,3,74,0
14040812,3,77,0
14040819,3,80,0
14040826,3,77,0
14040903,3,80,0
14040910,3,79,0
14040917,3,77,0
14040924,3,79,0
14041001,3,76,0
14041008,3,71,0
14041015,3,67,0
14041022,3,65,0
14041029,3,68,0
14041106,3,72,0
14041113,3,69,0
14041120,3,70,0
14041127,3,68,0
14041204,3,72,0
14041211,3,72,0
14041218,3,76,0
14041225,3,72,0
14050103,3,76,0
14050110,3,72,0
14050117,3,76,0
14050124,3,73,0
14050131,3,69,0
14050207,3,68,0
14050214,3,70,0
14050221,3,68,0
14050228,3,69,0
14050304,3,69,0
14050311,3,67,0
14050318,3,67,0
14050325,3,64,0
14050401,3,66,0
14050408,3,61,0
14050415,3,65,0
14050422,3,65,0
14050429,3,67,0
14050505,3,69,0
14050512,3,70,0
14050519,3,68,0
14030106,4,21,0
14030113,4,22,0
14030120,4,20,0
14030127,4,18,0
14030203,4,21,0
14030210,4,23,0
14030217,4,21,0
14030224,4,19,0
14030231,4,18,0
14030307,4,17,0
14030314,4,14,0
14030321,4,10,0
14030328,4,9,0
14030404,4,13,0
14030411,4,14,0
14030418,4,18,0
14030425,4,19,0
14030501,4,17,0
14030508,4,17,0
14030515,4,12,0
14030522,4,9,0
14030529,4,8,0
14030605,4,8,0
14030612,4,9,0
14030619,4,8,0
14030626,4,7,0
14030702,4,4,0
14030709,4,3,16
14030716,4,7,16
14030723,4,9,0
14030730,4,5,0
14030807,4,0,16
14030814,4,0,16
14030821,4,1,16
14030828,4,0,16
14030905,4,3,16
14030912,4,5,16
14030919,4,6,16
14030926,4,3,0
14031003,4,0,16
14031010,4,0,16
14031017,4,0,16
14031024,4,0,16
14031101,4,3,16
14031108,4,0,16
14031115,4,0,16
14031122,4,1,16
14031129,4,0,16
14031206,4,1,16
14031213,4,0,16
14031220,4,0,16
14031227,4,1,16
14040104,4,0,16
14040111,4,2,16
14040118,4,4,16
14040125,4,0,16
14040201,4,0,16
14040208,4,0,16
14040215,4,4,16
14040222,4,4,16
14040229,4,0,16
14040305,4,0,16
14040312,4,3,16
14040319,4,2,16
14040326,4,5,16
14040402,4,6,16
14040409,4,10,0
14040416,4,10,0
14040423,4,14,0
14040430,4,33,0
14040506,4,34,0
14040513,4,36,0
14040520,4,36,0
14040527,4,39,0
14040603,4,39,0
14040610,4,42,0
14040617,4,44,0
14040624,4,43,0
14040631,4,40,0
14040707,4,37,0
14040714,4,38,0
14040721,4,40,0
14040728,4,40,0
14040805,4,41,0
14040812,4,38,0
14040819,4,33,0
14040826,4,30,0
14040903,4,27,0
14040910,4,25,0
14040917,4,25,0
14040924,4,21,0
14041001,4,18,0
14041008,4,19,0
14041015,4,21,0
14041022,4,16,0
14041029,4,15,0
14041106,4,15,0
14041113,4,14,0
14041120,4,11,0
14041127,4,10,0
14041204,4,14,0
14041211,4,14,0
14041218,4,15,0
14041225,4,18,0
14050103,4,20,0
14050110,4,18,0
14050117,4,13,0
14050124,4,11,0
14050131,4,13,0
14050207,4,16,0
14050214,4,20,0
14050221,4,19,0
14050228,4,21,0
14050304,4,21,0
14050311,4,22,0
14050318,4,19,0
14050325,4,16,0
14050401,4,15,0
14050408,4,10,0
14050415,4,8,0
14050422,4,9,0
14050429,4,8,0
14050505,4,4,0
14050512,4,3,16
14050519,4,0,16
14030106,5,51,0
14030113,5,46,0
14030120,5,44,0
14030127,5,44,0
14030203,5,39,0
14030210,5,40,0
14030217,5,36,0
14030224,5,35,0
14030231,5,30,0
14030307,5,28,0
14030314,5,25,0
14030321,5,23,0
14030328,5,25,35
14030404,5,58,0
14030411,5,60,0
14030418,5,63,0
14030425,5,60,0
14030501,5,55,0
14030508,5,50,0
14030515,5,50,0
14030522,5,54,0
14030529,5,52,0
14030605,5,53,0
14030612,5,55,0
14030619,5,56,0
14030626,5,58,0
14030702,5,62,0
14030709,5,58,0
14030716,5,53,0
14030723,5,49,0
14030730,5,45,0
14030807,5,46,0
14030814,5,46,0
14030821,5,43,0
14030828,5,44,0
14030905,5,46,0
14030912,5,42,0
14030919,5,43,0
14030926,5,45,0
14031003,5,41,0
14031010,5,44,0
14031017,5,48,0
14031024,5,44,0
14031101,5,39,0
14031108,5,37,0
14031115,5,38,0
14031122,5,42,0
14031129,5,40,0
14031206,5,42,0
14031213,5,37,0
14031220,5,38,0
14031227,5,39,0
14040104,5,35,0
14040111,5,37,0
14040118,5,40,0
14040125,5,41,0
14040201,5,37,0
14040208,5,41,0
14040215,5,43,0
14040222,5,41,0
14040229,5,40,0
14040305,5,38,0
14040312,5,38,0
14040319,5,36,0
14040326,5,39,0
14040402,5,42,0
14040409,5,38,0
14040416,5,42,0
14040423,5,43,0
14040430,5,46,0
14040506,5,48,0
14040513,5,47,0
14040520,5,49,0
14040527,5,53,0
14040603,5,50,0
14040610,5,53,0
14040617,5,53,0
14040624,5,52,0
14040631,5,51,0
14040707,5,53,0
14040714,5,50,0
14040721,5,53,0
14040728,5,56,0
14040805,5,51,0
14040812,5,54,0
14040819,5,51,0
14040826,5,50,0
14040903,5,51,0
14040910,5,49,0
14040917,5,44,0
14040924,5,47,0
14041001,5,43,0
14041008,5,40,0
14041015,5,42,0
14041022,5,40,0
14041029,5,43,0
14041106,5,45,0
14041113,5,42,0
14041120,5,37,0
14041127,5,41,0
14041204,5,36,0
14041211,5,38,0
14041218,5,37,0
14041225,5,39,0
14050103,5,40,0
14050110,5,41,0
14050117,5,40,0
14050124,5,42,0
14050131,5,37,0
14050207,5,34,0
14050214,5,35,0
14050221,5,33,0
14050228,5,33,0
14050304,5,32,0
14050311,5,32,0
14050318,5,31,0
14050325,5,33,0
14050401,5,31,0
14050408,5,33,0
14050415,5,30,0
14050422,5,27,0
14050429,5,23,0
14050505,5,19,35
14050512,5,50,0
14050519,5,50,0
14030106,6,98,0
14030113,6,94,0
14030120,6,91,0
14030127,6,90,0
14030203,6,92,0
14030210,6,96,0
14030217,6,96,0
14030224,6,93,0
14030231,6,89,0
14030307,6,85,0
14030314,6,82,0
14030321,6,78,0
14030328,6,73,0
14030404,6,73,0
14030411,6,70,0
14030418,6,74,0
14030425,6,74,0
14030501,6,75,0
14030508,6,71,0
14030515,6,74,0
14030522,6,73,0
14030529,6,76,0
14030605,6,76,0
14030612,6,75,0
14030619,6,74,0
14030626,6,70,0
14030702,6,65,0
14030709,6,69,0
14030716,6,68,0
14030723,6,71,0
14030730,6,70,0
14030807,6,65,0
14030814,6,66,0
14030821,6,61,0
14030828,6,57,0
14030905,6,57,0
14030912,6,55,0
14030919,6,59,0
14030926,6,55,0
14031003,6,57,0
14031010,6,58,0
14031017,6,60,0
14031024,6,57,0
14031101,6,57,0
14031108,6,56,0
14031115,6,55,0
14031122,6,58,0
14031129,6,62,0
14031206,6,60,0
14031213,6,61,0
14031220,6,62,0
14031227,6,64,0
14040104,6,68,0
14040111,6,65,0
14040118,6,62,0
14040125,6,63,0
14040201,6,59,0
14040208,6,55,0
14040215,6,50,0
14040222,6,45,0
14040229,6,44,58
14040305,6,44,58
14040312,6,41,58
14040319,6,38,58
14040326,6,40,58
14040402,6,42,58
14040409,6,41,58
14040416,6,42,58
14040423,6,46,58
14040430,6,48,58
14040506,6,49,0
14040513,6,50,0
14040520,6,54,0
14040527,6,111,0
14040603,6,111,0
14040610,6,112,0
14040617,6,116,0
14040624,6,119,0
14040631,6,114,0
14040707,6,110,0
14040714,6,108,0
14040721,6,110,0
14040728,6,110,0
14040805,6,107,0
14040812,6,103,0
14040819,6,104,0
14040826,6,105,0
14040903,6,109,0
14040910,6,109,0
14040917,6,108,0
14040924,6,103,0
14041001,6,98,0
14041008,6,97,0
14041015,6,95,0
14041022,6,92,0
14041029,6,87,0
14041106,6,91,0
14041113,6,94,0
14041120,6,94,0
14041127,6,98,0
14041204,6,102,0
14041211,6,103,0
14041218,6,100,0
14041225,6,95,0
14050103,6,97,0
14050110,6,96,0
14050117,6,97,0
14050124,6,101,0
14050131,6,97,0
14050207,6,97,0
14050214,6,98,0
14050221,6,97,0
14050228,6,92,0
14050304,6,90,0
14050311,6,88,0
14050318,6,89,0
14050325,6,92,0
14050401,6,90,0
14050408,6,91,0
14050415,6,88,0
14050422,6,92,0
14050429,6,95,0
14050505,6,95,0
14050512,6,94,0
14050519,6,92,0
14030106,7,90,0
14030113,7,94,0
14030120,7,93,0
14030127,7,93,0
14030203,7,97,0
14030210,7,98,0
14030217,7,98,0
14030224,7,97,0
14030231,7,93,0
14030307,7,91,0
14030314,7,93,0
14030321,7,94,0
14030328,7,96,0
14030404,7,93,0
14030411,7,93,0
14030418,7,97,0
14030425,7,96,0
14030501,7,97,0
14030508,7,93,0
14030515,7,97,0
14030522,7,98,0
14030529,7,95,0
14030605,7,91,0
14030612,7,91,0
14030619,7,91,0
14030626,7,86,0
14030702,7,90,0
14030709,7,94,0
14030716,7,93,0
14030723,7,89,0
14030730,7,92,0
14030807,7,91,0
14030814,7,93,0
14030821,7,93,0
14030828,7,90,0
14030905,7,93,0
14030912,7,97,0
14030919,7,94,0
14030926,7,94,0
14031003,7,92,0
14031010,7,96,0
14031017,7,96,0
14031024,7,99,0
14031101,7,102,0
14031108,7,99,0
14031115,7,101,0
14031122,7,100,0
14031129,7,104,0
14031206,7,104,0
14031213,7,107,0
14031220,7,104,0
14031227,7,101,0
14040104,7,101,0
14040111,7,105,0
14040118,7,104,0
14040125,7,100,0
14040201,7,100,0
14040208,7,98,0
14040215,7,98,0
14040222,7,98,0
14040229,7,97,0
14040305,7,95,0
14040312,7,91,0
14040319,7,92,0
14040326,7,92,0
14040402,7,89,0
14040409,7,91,0
14040416,7,86,0
14040423,7,88,0
14040430,7,90,0
14040506,7,93,0
14040513,7,91,0
14040520,7,92,0
14040527,7,95,0
14040603,7,99,0
14040610,7,98,0
14040617,7,93,0
14040624,7,93,0
14040631,7,93,0
14040707,7,96,0
14040714,7,99,0
14040721,7,98,0
14040728,7,98,0
14040805,7,97,0
14040812,7,99,0
14040819,7,98,0
14040826,7,99,0
14040903,7,95,0
14040910,7,94,0
14040917,7,98,0
14040924,7,96,0
14041001,7,97,0
14041008,7,98,0
14041015,7,101,0
14041022,7,104,0
14041029,7,107,0
14041106,7,105,0
14041113,7,103,0
14041120,7,105,0
14041127,7,107,0
14041204,7,110,0
14041211,7,105,0
14041218,7,100,0
14041225,7,101,0
14050103,7,105,0
14050110,7,109,0
14050117,7,111,0
14050124,7,110,0
14050131,7,105,0
14050207,7,106,0
14050214,7,109,0
14050221,7,108,0
14050228,7,109,0
14050304,7,113,0
14050311,7,108,0
14050318,7,110,0
14050325,7,107,0
14050401,7,105,0
14050408,7,101,0
14050415,7,101,0
14050422,7,101,0
14050429,7,103,0
14050505,7,99,0
14050512,7,94,0
14050519,7,97,0
14030106,8,97,0
14030113,8,94,0
14030120,8,98,0
14030127,8,94,0
14030203,8,93,0
14030210,8,90,0
14030217,8,87,0
14030224,8,82,0
14030231,8,85,0
14030307,8,89,0
14030314,8,90,0
14030321,8,86,0
14030328,8,85,0
14030404,8,83,0
14030411,8,83,0
14030418,8,84,0
14030425,8,83,0
14030501,8,80,0
14030508,8,83,0
14030515,8,79,0
14030522,8,77,0
14030529,8,76,0
14030605,8,73,0
14030612,8,73,0
14030619,8,73,0
14030626,8,77,0
14030702,8,74,0
14030709,8,78,0
14030716,8,79,0
14030723,8,76,0
14030730,8,76,0
14030807,8,77,0
14030814,8,79,0
14030821,8,74,0
14030828,8,75,0
14030905,8,74,0
14030912,8,78,0
14030919,8,75,0
14030926,8,77,0
14031003,8,78,0
14031010,8,76,0
14031017,8,77,0
14031024,8,78,0
14031101,8,79,0
14031108,8,81,0
14031115,8,82,0
14031122,8,85,0
14031129,8,86,0
14031206,8,90,0
14031213,8,91,0
14031220,8,89,0
14031227,8,88,0
14040104,8,88,0
14040111,8,90,0
14040118,8,85,0
14040125,8,82,0
14040201,8,84,0
14040208,8,80,0
14040215,8,76,0
14040222,8,76,0
14040229,8,80,0
14040305,8,80,0
14040312,8,84,0
14040319,8,87,0
14040326,8,84,0
14040402,8,87,0
14040409,8,86,0
14040416,8,89,0
14040423,8,91,0
14040430,8,89,0
14040506,8,85,0
14040513,8,89,0
14040520,8,85,0
14040527,8,89,0
14040603,8,92,0
14040610,8,94,0
14040617,8,98,0
14040624,8,102,0
14040631,8,105,0
14040707,8,103,0
14040714,8,105,0
14040721,8,100,0
14040728,8,100,0
14040805,8,99,0
14040812,8,100,0
14040819,8,101,0
14040826,8,101,0
14040903,8,104,0
14040910,8,108,0
14040917,8,104,0
14040924,8,101,0
14041001,8,96,0
14041008,8,99,0
14041015,8,99,0
14041022,8,103,0
14041029,8,100,0
14041106,8,95,0
14041113,8,98,0
14041120,8,102,0
14041127,8,100,0
14041204,8,99,0
14041211,8,95,0
14041218,8,99,0
14041225,8,97,0
14050103,8,96,0
14050110,8,91,0
14050117,8,94,0
14050124,8,90,0
14050131,8,89,0
14050207,8,90,0
14050214,8,92,0
14050221,8,96,0
14050228,8,95,0
14050304,8,97,0
14050311,8,93,0
14050318,8,92,0
14050325,8,87,0
14050401,8,86,0
14050408,8,85,0
14050415,8,89,0
14050422,8,84,0
14050429,8,82,0
14050505,8,81,0
14050512,8,85,0
14050519,8,88,0
14030106,9,77,0
14030113,9,78,0
14030120,9,78,0
14030127,9,82,0
14030203,9,80,0
14030210,9,78,0
14030217,9,74,0
14030224,9,70,0
14030231,9,73,0
14030307,9,72,0
14030314,9,73,0
14030321,9,74,0
14030328,9,74,0
14030404,9,69,0
14030411,9,71,0
14030418,9,68,0
14030425,9,64,0
14030501,9,64,0
14030508,9,59,0
14030515,9,61,0
14030522,9,58,0
14030529,9,55,0
14030605,9,58,0
14030612,9,56,0
14030619,9,52,0
14030626,9,56,0
14030702,9,51,0
14030709,9,54,0
14030716,9,50,0
14030723,9,46,0
14030730,9,43,0
14030807,9,39,0
14030814,9,40,51
14030821,9,35,51
14030828,9,30,51
14030905,9,32,51
14030912,9,29,51
14030919,9,27,51
14030926,9,23,51
14031003,9,18,51
14031010,9,20,51
14031017,9,20,51
14031024,9,22,51
14031101,9,21,51
14031108,9,23,51
14031115,9,23,51
14031122,9,19,51
14031129,9,19,51
14031206,9,23,51
14031213,9,18,51
14031220,9,20,51
14031227,9,23,51
14040104,9,23,51
14040111,9,22,51
14040118,9,26,51
14040125,9,21,51
14040201,9,20,51
14040208,9,19,51
14040215,9,20,51
14040222,9,19,51
14040229,9,23,51
14040305,9,18,51
14040312,9,13,51
14040319,9,14,51
14040326,9,9,51
14040402,9,6,51
14040409,9,7,51
14040416,9,7,51
14040423,9,5,51
14040430,9,9,51
14040506,9,9,51
14040513,9,8,51
14040520,9,9,51
14040527,9,4,51
14040603,9,6,51
14040610,9,9,51
14040617,9,10,51
14040624,9,12,51
14040631,9,14,51
14040707,9,11,51
14040714,9,10,51
14040721,9,7,51
14040728,9,5,51
14040805,9,4,51
14040812,9,3,51
14040819,9,0,51
14040826,9,0,51
14040903,9,1,51
14040910,9,0,51
14040917,9,0,51
14040924,9,4,51
14041001,9,0,51
14041008,9,3,51
14041015,9,0,51
14041022,9,0,51
14041029,9,2,51
14041106,9,5,51
14041113,9,5,51
14041120,9,5,51
14041127,9,5,51
14041204,9,3,51
14041211,9,0,51
14041218,9,0,51
14041225,9,1,51
14050103,9,3,51
14050110,9,6,51
14050117,9,8,51
14050124,9,12,51
14050131,9,13,51
14050207,9,11,51
14050214,9,11,51
14050221,9,8,51
14050228,9,9,51
14050304,9,6,51
14050311,9,2,51
14050318,9,5,51
14050325,9,3,51
14050401,9,5,51
14050408,9,5,51
14050415,9,8,51
14050422,9,11,51
14050429,9,15,51
14050505,9,18,51
14050512,9,19,51
14050519,9,20,51
14030106,10,39,0
14030113,10,43,0
14030120,10,46,0
14030127,10,43,0
14030203,10,39,0
14030210,10,41,0
14030217,10,39,0
14030224,10,37,0
14030231,10,32,0
14030307,10,35,0
14030314,10,35,0
14030321,10,34,0
14030328,10,30,0
14030404,10,31,0
14030411,10,26,0
14030418,10,28,0
14030425,10,25,0
14030501,10,24,0
14030508,10,22,0
14030515,10,20,0
14030522,10,22,32
14030529,10,56,0
14030605,10,56,0
14030612,10,51,0
14030619,10,46,0
14030626,10,42,0
14030702,10,43,0
14030709,10,44,0
14030716,10,41,0
14030723,10,42,0
14030730,10,41,0
14030807,10,40,0
14030814,10,37,0
14030821,10,39,0
14030828,10,35,0
14030905,10,34,0
14030912,10,31,0
14030919,10,32,0
14030926,10,31,0
14031003,10,32,0
14031010,10,27,0
14031017,10,25,0
14031024,10,25,0
14031101,10,20,0
14031108,10,18,32
14031115,10,47,0
14031122,10,43,0
14031129,10,40,0
14031206,10,38,0
14031213,10,33,0
14031220,10,35,0
14031227,10,31,0
14040104,10,29,0
14040111,10,31,0
14040118,10,31,0
14040125,10,34,0
14040201,10,37,0
14040208,10,32,0
14040215,10,35,0
14040222,10,30,0
14040229,10,25,0
14040305,10,29,0
14040312,10,32,0
14040319,10,32,0
14040326,10,32,0
14040402,10,34,0
14040409,10,33,0
14040416,10,29,0
14040423,10,24,0
14040430,10,22,0
14040506,10,25,0
14040513,10,26,0
14040520,10,29,0
14040527,10,33,0
14040603,10,28,0
14040610,10,31,0
14040617,10,28,0
14040624,10,28,0
14040631,10,28,0
14040707,10,26,0
14040714,10,24,0
14040721,10,22,0
14040728,10,20,0
14040805,10,16,32
14040812,10,48,0
14040819,10,44,0
14040826,10,44,0
14040903,10,48,0
14040910,10,46,0
14040917,10,48,0
14040924,10,51,0
14041001,10,54,0
14041008,10,51,0
14041015,10,47,0
14041022,10,43,0
14041029,10,44,0
14041106,10,46,0
14041113,10,47,0
14041120,10,43,0
14041127,10,45,0
14041204,10,44,0
14041211,10,46,0
14041218,10,48,0
14041225,10,47,0
14050103,10,51,0
14050110,10,51,0
14050117,10,52,0
14050124,10,53,0
14050131,10,56,0
14050207,10,57,0
14050214,10,53,0
14050221,10,48,0
14050228,10,47,0
14050304,10,45,0
14050311,10,42,0
14050318,10,37,0
14050325,10,37,0
14050401,10,35,0
14050408,10,34,0
14050415,10,29,0
14050422,10,32,0
14050429,10,27,0
14050505,10,30,0
14050512,10,33,0
14050519,10,34,0
14030106,11,33,0
14030113,11,32,0
14030120,11,32,0
14030127,11,34,0
14030203,11,37,0
14030210,11,36,0
14030217,11,39,0
14030224,11,40,0
14030231,11,38,0
14030307,11,37,0
14030314,11,33,0
14030321,11,28,0
14030328,11,24,0
14030404,11,27,0
14030411,11,25,0
14030418,11,27,0
14030425,11,27,0
14030501,11,23,0
14030508,11,20,0
14030515,11,19,0
14030522,11,18,0
14030529,11,18,0
14030605,11,14,0
14030612,11,12,0
14030619,11,9,23
14030626,11,8,23
14030702,11,6,23
14030709,11,6,23
14030716,11,8,23
14030723,11,9,23
14030730,11,4,23
14030807,11,0,23
14030814,11,1,23
14030821,11,0,23
14030828,11,2,23
14030905,11,3,23
14030912,11,7,23
14030919,11,10,23
14030926,11,8,23
14031003,11,8,23
14031010,11,4,23
14031017,11,2,23
14031024,11,6,23
14031101,11,7,23
14031108,11,5,23
14031115,11,5,23
14031122,11,9,23
14031129,11,7,23
14031206,11,5,23
14031213,11,7,23
14031220,11,10,23
14031227,11,11,23
14040104,11,14,23
14040111,11,16,0
14040118,11,17,0
14040125,11,17,0
14040201,11,41,0
14040208,11,40,0
14040215,11,38,0
14040222,11,36,0
14040229,11,32,0
14040305,11,29,0
14040312,11,33,0
14040319,11,32,0
14040326,11,29,0
14040402,11,25,0
14040409,11,20,0
14040416,11,23,0
14040423,11,19,0
14040430,11,21,0
14040506,11,24,0
14040513,11,27,0
14040520,11,22,0
14040527,11,20,0
14040603,11,22,0
14040610,11,18,0
14040617,11,16,0
14040624,11,12,0
14040631,11,15,23
14040707,11,17,0
14040714,11,20,0
14040721,11,16,0
14040728,11,38,0
14040805,11,37,0
14040812,11,38,0
14040819,11,35,0
14040826,11,34,0
14040903,11,31,0
14040910,11,33,0
14040917,11,32,0
14040924,11,32,0
14041001,11,30,0
14041008,11,33,0
14041015,11,32,0
14041022,11,35,0
14041029,11,33,0
14041106,11,37,0
14041113,11,41,0
14041120,11,40,0
14041127,11,37,0
14041204,11,35,0
14041211,11,35,0
14041218,11,39,0
14041225,11,42,0
14050103,11,45,0
14050110,11,41,0
14050117,11,38,0
14050124,11,39,0
14050131,11,42,0
14050207,11,42,0
14050214,11,38,0
14050221,11,41,0
14050228,11,44,0
14050304,11,41,0
14050311,11,43,0
14050318,11,40,0
14050325,11,44,0
14050401,11,40,0
14050408,11,39,0
14050415,11,43,0
14050422,11,40,0
14050429,11,39,0
14050505,11,37,0
14050512,11,32,0
14050519,11,27,0
14030106,12,22,0
14030113,12,19,0
14030120,12,23,0
14030127,12,21,0
14030203,12,16,0
14030210,12,20,0
14030217,12,23,0
14030224,12,24,0
14030231,12,26,0
14030307,12,22,0
14030314,12,19,0
14030321,12,22,0
14030328,12,23,0
14030404,12,19,0
14030411,12,21,0
14030418,12,20,0
14030425,12,15,0
14030501,12,10,0
14030508,12,7,15
