DateKey,Date,ShamsiDate,ShamsiYear,ShamsiMonth,ShamsiMonthName,ShamsiDay,IsHoliday,Season
14030228,5/17/2024,1403/02/28,1403,2,اردیبهشت,28,TRUE,بهار
14030229,5/18/2024,1403/02/29,1403,2,اردیبهشت,29,FALSE,بهار
14030230,5/19/2024,1403/02/30,1403,2,اردیبهشت,30,FALSE,بهار
14030231,5/20/2024,1403/02/31,1403,2,اردیبهشت,31,FALSE,بهار
14030301,5/21/2024,1403/03/01,1403,3,خرداد,1,FALSE,بهار
14030302,5/22/2024,1403/03/02,1403,3,خرداد,2,FALSE,بهار
14030303,5/23/2024,1403/03/03,1403,3,خرداد,3,FALSE,بهار
14030304,5/24/2024,1403/03/04,1403,3,خرداد,4,TRUE,بهار
14030305,5/25/2024,1403/03/05,1403,3,خرداد,5,FALSE,بهار
14030306,5/26/2024,1403/03/06,1403,3,خرداد,6,FALSE,بهار
14030307,5/27/2024,1403/03/07,1403,3,خرداد,7,FALSE,بهار
14030308,5/28/2024,1403/03/08,1403,3,خرداد,8,FALSE,بهار
14030309,5/29/2024,1403/03/09,1403,3,خرداد,9,FALSE,بهار
14030310,5/30/2024,1403/03/10,1403,3,خرداد,10,FALSE,بهار
14030311,5/31/2024,1403/03/11,1403,3,خرداد,11,TRUE,بهار
14030312,6/1/2024,1403/03/12,1403,3,خرداد,12,FALSE,بهار
14030313,6/2/2024,1403/03/13,1403,3,خرداد,13,FALSE,بهار
14030314,6/3/2024,1403/03/14,1403,3,خرداد,14,TRUE,بهار
14030315,6/4/2024,1403/03/15,1403,3,خرداد,15,TRUE,بهار
14030316,6/5/2024,1403/03/16,1403,3,خرداد,16,FALSE,بهار
14030317,6/6/2024,1403/03/17,1403,3,خرداد,17,FALSE,بهار
14030318,6/7/2024,1403/03/18,1403,3,خرداد,18,TRUE,بهار
14030319,6/8/2024,1403/03/19,1403,3,خرداد,19,FALSE,بهار
14030320,6/9/2024,1403/03/20,1403,3,خرداد,20,FALSE,بهار
14030321,6/10/2024,1403/03/21,1403,3,خرداد,21,FALSE,بهار
14030322,6/11/2024,1403/03/22,1403,3,خرداد,22,FALSE,بهار
14030323,6/12/2024,1403/03/23,1403,3,خرداد,23,FALSE,بهار
14030324,6/13/2024,1403/03/24,1403,3,خرداد,24,FALSE,بهار
14030325,6/14/2024,1403/03/25,1403,3,خرداد,25,TRUE,بهار
14030326,6/15/2024,1403/03/26,1403,3,خرداد,26,FALSE,بهار
14030327,6/16/2024,1403/03/27,1403,3,خرداد,27,FALSE,بهار
14030328,6/17/2024,1403/03/28,1403,3,خرداد,28,TRUE,بهار
14030329,6/18/2024,1403/03/29,1403,3,خرداد,29,FALSE,بهار
14030330,6/19/2024,1403/03/30,1403,3,خرداد,30,FALSE,بهار
14030331,6/20/2024,1403/03/31,1403,3,خرداد,31,FALSE,بهار
14030401,6/21/2024,1403/04/01,1403,4,تیر,1,TRUE,تابستان
14030402,6/22/2024,1403/04/02,1403,4,تیر,2,FALSE,تابستان
14030403,6/23/2024,1403/04/03,1403,4,تیر,3,FALSE,تابستان
14030404,6/24/2024,1403/04/04,1403,4,تیر,4,FALSE,تابستان
14030405,6/25/2024,1403/04/05,1403,4,تیر,5,TRUE,تابستان
14030406,6/26/2024,1403/04/06,1403,4,تیر,6,FALSE,تابستان
14030407,6/27/2024,1403/04/07,1403,4,تیر,7,FALSE,تابستان
14030408,6/28/2024,1403/04/08,1403,4,تیر,8,TRUE,تابستان
14030409,6/29/2024,1403/04/09,1403,4,تیر,9,FALSE,تابستان
14030410,6/30/2024,1403/04/10,1403,4,تیر,10,FALSE,تابستان
14030411,7/1/2024,1403/04/11,1403,4,تیر,11,FALSE,تابستان
14030412,7/2/2024,1403/04/12,1403,4,تیر,12,FALSE,تابستان
14030413,7/3/2024,1403/04/13,1403,4,تیر,13,FALSE,تابستان
14030414,7/4/2024,1403/04/14,1403,4,تیر,14,FALSE,تابستان
14030415,7/5/2024,1403/04/15,1403,4,تیر,15,TRUE,تابستان
14030416,7/6/2024,1403/04/16,1403,4,تیر,16,FALSE,تابستان
14030417,7/7/2024,1403/04/17,1403,4,تیر,17,FALSE,تابستان
14030418,7/8/2024,1403/04/18,1403,4,تیر,18,FALSE,تابستان
14030419,7/9/2024,1403/04/19,1403,4,تیر,19,FALSE,تابستان
14030420,7/10/2024,1403/04/20,1403,4,تیر,20,FALSE,تابستان
14030421,7/11/2024,1403/04/21,1403,4,تیر,21,FALSE,تابستان
14030422,7/12/2024,1403/04/22,1403,4,تیر,22,TRUE,تابستان
14030423,7/13/2024,1403/04/23,1403,4,تیر,23,FALSE,تابستان
14030424,7/14/2024,1403/04/24,1403,4,تیر,24,FALSE,تابستان
14030425,7/15/2024,1403/04/25,1403,4,تیر,25,TRUE,تابستان
14030426,7/16/2024,1403/04/26,1403,4,تیر,26,TRUE,تابستان
14030427,7/17/2024,1403/04/27,1403,4,تیر,27,FALSE,تابستان
14030428,7/18/2024,1403/04/28,1403,4,تیر,28,FALSE,تابستان
14030429,7/19/2024,1403/04/29,1403,4,تیر,29,TRUE,تابستان
14030430,7/20/2024,1403/04/30,1403,4,تیر,30,FALSE,تابستان
14030431,7/21/2024,1403/04/31,1403,4,تیر,31,FALSE,تابستان
14030501,7/22/2024,1403/05/01,1403,5,مرداد,1,FALSE,تابستان
14030502,7/23/2024,1403/05/02,1403,5,مرداد,2,FALSE,تابستان
14030503,7/24/2024,1403/05/03,1403,5,مرداد,3,FALSE,تابستان
14030504,7/25/2024,1403/05/04,1403,5,مرداد,4,FALSE,تابستان
14030505,7/26/2024,1403/05/05,1403,5,مرداد,5,TRUE,تابستان
14030506,7/27/2024,1403/05/06,1403,5,مرداد,6,FALSE,تابستان
14030507,7/28/2024,1403/05/07,1403,5,مرداد,7,FALSE,تابستان
14030508,7/29/2024,1403/05/08,1403,5,مرداد,8,FALSE,تابستان
14030509,7/30/2024,1403/05/09,1403,5,مرداد,9,FALSE,تابستان
14030510,7/31/2024,1403/05/10,1403,5,مرداد,10,FALSE,تابستان
14030511,8/1/2024,1403/05/11,1403,5,مرداد,11,FALSE,تابستان
14030512,8/2/2024,1403/05/12,1403,5,مرداد,12,TRUE,تابستان
14030513,8/3/2024,1403/05/13,1403,5,مرداد,13,FALSE,تابستان
14030514,8/4/2024,1403/05/14,1403,5,مرداد,14,FALSE,تابستان
14030515,8/5/2024,1403/05/15,1403,5,مرداد,15,FALSE,تابستان
14030516,8/6/2024,1403/05/16,1403,5,مرداد,16,FALSE,تابستان
14030517,8/7/2024,1403/05/17,1403,5,مرداد,17,FALSE,تابستان
14030518,8/8/2024,1403/05/18,1403,5,مرداد,18,FALSE,تابستان
14030519,8/9/2024,1403/05/19,1403,5,مرداد,19,TRUE,تابستان
14030520,8/10/2024,1403/05/20,1403,5,مرداد,20,FALSE,تابستان
14030521,8/11/2024,1403/05/21,1403,5,مرداد,21,FALSE,تابستان
14030522,8/12/2024,1403/05/22,1403,5,مرداد,22,FALSE,تابستان
14030523,8/13/2024,1403/05/23,1403,5,مرداد,23,FALSE,تابستان
14030524,8/14/2024,1403/05/24,1403,5,مرداد,24,FALSE,تابستان
14030525,8/15/2024,1403/05/25,1403,5,مرداد,25,FALSE,تابستان
14030526,8/16/2024,1403/05/26,1403,5,مرداد,26,TRUE,تابستان
14030527,8/17/2024,1403/05/27,1403,5,مرداد,27,FALSE,تابستان
14030528,8/18/2024,1403/05/28,1403,5,مرداد,28,FALSE,تابستان
14030529,8/19/2024,1403/05/29,1403,5,مرداد,29,FALSE,تابستان
14030530,8/20/2024,1403/05/30,1403,5,مرداد,30,FALSE,تابستان
14030531,8/21/2024,1403/05/31,1403,5,مرداد,31,FALSE,تابستان
14030601,8/22/2024,1403/06/01,1403,6,شهریور,1,FALSE,تابستان
14030602,8/23/2024,1403/06/02,1403,6,شهریور,2,TRUE,تابستان
14030603,8/24/2024,1403/06/03,1403,6,شهریور,3,FALSE,تابستان
14030604,8/25/2024,1403/06/04,1403,6,شهریور,4,TRUE,تابستان
14030605,8/26/2024,1403/06/05,1403,6,شهریور,5,FALSE,تابستان
14030606,8/27/2024,1403/06/06,1403,6,شهریور,6,FALSE,تابستان
14030607,8/28/2024,1403/06/07,1403,6,شهریور,7,FALSE,تابستان
14030608,8/29/2024,1403/06/08,1403,6,شهریور,8,FALSE,تابستان
14030609,8/30/2024,1403/06/09,1403,6,شهریور,9,TRUE,تابستان
14030610,8/31/2024,1403/06/10,1403,6,شهریور,10,FALSE,تابستان
14030611,9/1/2024,1403/06/11,1403,6,شهریور,11,FALSE,تابستان
14030612,9/2/2024,1403/06/12,1403,6,شهریور,12,TRUE,تابستان
14030613,9/3/2024,1403/06/13,1403,6,شهریور,13,FALSE,تابستان
14030614,9/4/2024,1403/06/14,1403,6,شهریور,14,TRUE,تابستان
14030615,9/5/2024,1403/06/15,1403,6,شهریور,15,FALSE,تابستان
14030616,9/6/2024,1403/06/16,1403,6,شهریور,16,TRUE,تابستان
14030617,9/7/2024,1403/06/17,1403,6,شهریور,17,FALSE,تابستان
14030618,9/8/2024,1403/06/18,1403,6,شهریور,18,FALSE,تابستان
14030619,9/9/2024,1403/06/19,1403,6,شهریور,19,FALSE,تابستان
14030620,9/10/2024,1403/06/20,1403,6,شهریور,20,FALSE,تابستان
14030621,9/11/2024,1403/06/21,1403,6,شهریور,21,FALSE,تابستان
14030622,9/12/2024,1403/06/22,1403,6,شهریور,22,TRUE,تابستان
14030623,9/13/2024,1403/06/23,1403,6,شهریور,23,TRUE,تابستان
14030624,9/14/2024,1403/06/24,1403,6,شهریور,24,FALSE,تابستان
14030625,9/15/2024,1403/06/25,1403,6,شهریور,25,FALSE,تابستان
14030626,9/16/2024,1403/06/26,1403,6,شهریور,26,FALSE,تابستان
14030627,9/17/2024,1403/06/27,1403,6,شهریور,27,FALSE,تابستان
14030628,9/18/2024,1403/06/28,1403,6,شهریور,28,FALSE,تابستان
14030629,9/19/2024,1403/06/29,1403,6,شهریور,29,FALSE,تابستان
14030630,9/20/2024,1403/06/30,1403,6,شهریور,30,TRUE,تابستان
14030631,9/21/2024,1403/06/31,1403,6,شهریور,31,TRUE,تابستان
14030701,9/22/2024,1403/07/01,1403,7,مهر,1,FALSE,پاییز
14030702,9/23/2024,1403/07/02,1403,7,مهر,2,FALSE,پاییز
14030703,9/24/2024,1403/07/03,1403,7,مهر,3,FALSE,پاییز
14030704,9/25/2024,1403/07/04,1403,7,مهر,4,FALSE,پاییز
14030705,9/26/2024,1403/07/05,1403,7,مهر,5,FALSE,پاییز
14030706,9/27/2024,1403/07/06,1403,7,مهر,6,TRUE,پاییز
14030707,9/28/2024,1403/07/07,1403,7,مهر,7,FALSE,پاییز
14030708,9/29/2024,1403/07/08,1403,7,مهر,8,FALSE,پاییز
14030709,9/30/2024,1403/07/09,1403,7,مهر,9,FALSE,پاییز
14030710,10/1/2024,1403/07/10,1403,7,مهر,10,FALSE,پاییز
14030711,10/2/2024,1403/07/11,1403,7,مهر,11,FALSE,پاییز
14030712,10/3/2024,1403/07/12,1403,7,مهر,12,FALSE,پاییز
14030713,10/4/2024,1403/07/13,1403,7,مهر,13,TRUE,پاییز
14030714,10/5/2024,1403/07/14,1403,7,مهر,14,FALSE,پاییز
14030715,10/6/2024,1403/07/15,1403,7,مهر,15,FALSE,پاییز
14030716,10/7/2024,1403/07/16,1403,7,مهر,16,FALSE,پاییز
14030717,10/8/2024,1403/07/17,1403,7,مهر,17,FALSE,پاییز
14030718,10/9/2024,1403/07/18,1403,7,مهر,18,FALSE,پاییز
14030719,10/10/2024,1403/07/19,1403,7,مهر,19,FALSE,پاییز
14030720,10/11/2024,1403/07/20,1403,7,مهر,20,TRUE,پاییز
14030721,10/12/2024,1403/07/21,1403,7,مهر,21,FALSE,پاییز
14030722,10/13/2024,1403/07/22,1403,7,مهر,22,FALSE,پاییز
14030723,10/14/2024,1403/07/23,1403,7,مهر,23,FALSE,پاییز
14030724,10/15/2024,1403/07/24,1403,7,مهر,24,FALSE,پاییز
14030725,10/16/2024,1403/07/25,1403,7,مهر,25,FALSE,پاییز
14030726,10/17/2024,1403/07/26,1403,7,مهر,26,FALSE,پاییز
14030727,10/18/2024,1403/07/27,1403,7,مهر,27,TRUE,پاییز
14030728,10/19/2024,1403/07/28,1403,7,مهر,28,FALSE,پاییز
14030729,10/20/2024,1403/07/29,1403,7,مهر,29,FALSE,پاییز
14030730,10/21/2024,1403/07/30,1403,7,مهر,30,FALSE,پاییز
14030801,10/22/2024,1403/08/01,1403,8,آبان,1,FALSE,پاییز
14030802,10/23/2024,1403/08/02,1403,8,آبان,2,FALSE,پاییز
14030803,10/24/2024,1403/08/03,1403,8,آبان,3,FALSE,پاییز
14030804,10/25/2024,1403/08/04,1403,8,آبان,4,TRUE,پاییز
14030805,10/26/2024,1403/08/05,1403,8,آبان,5,FALSE,پاییز
14030806,10/27/2024,1403/08/06,1403,8,آبان,6,FALSE,پاییز
14030807,10/28/2024,1403/08/07,1403,8,آبان,7,FALSE,پاییز
14030808,10/29/2024,1403/08/08,1403,8,آبان,8,FALSE,پاییز
14030809,10/30/2024,1403/08/09,1403,8,آبان,9,FALSE,پاییز
14030810,10/31/2024,1403/08/10,1403,8,آبان,10,FALSE,پاییز
14030811,11/1/2024,1403/08/11,1403,8,آبان,11,TRUE,پاییز
14030812,11/2/2024,1403/08/12,1403,8,آبان,12,FALSE,پاییز
14030813,11/3/2024,1403/08/13,1403,8,آبان,13,FALSE,پاییز
14030814,11/4/2024,1403/08/14,1403,8,آبان,14,FALSE,پاییز
14030815,11/5/2024,1403/08/15,1403,8,آبان,15,FALSE,پاییز
14030816,11/6/2024,1403/08/16,1403,8,آبان,16,FALSE,پاییز
14030817,11/7/2024,1403/08/17,1403,8,آبان,17,FALSE,پاییز
14030818,11/8/2024,1403/08/18,1403,8,آبان,18,TRUE,پاییز
14030819,11/9/2024,1403/08/19,1403,8,آبان,19,FALSE,پاییز
14030820,11/10/2024,1403/08/20,1403,8,آبان,20,FALSE,پاییز
14030821,11/11/2024,1403/08/21,1403,8,آبان,21,FALSE,پاییز
14030822,11/12/2024,1403/08/22,1403,8,آبان,22,FALSE,پاییز
14030823,11/13/2024,1403/08/23,1403,8,آبان,23,FALSE,پاییز
14030824,11/14/2024,1403/08/24,1403,8,آبان,24,FALSE,پاییز
14030825,11/15/2024,1403/08/25,1403,8,آبان,25,TRUE,پاییز
14030826,11/16/2024,1403/08/26,1403,8,آبان,26,FALSE,پاییز
14030827,11/17/2024,1403/08/27,1403,8,آبان,27,FALSE,پاییز
14030828,11/18/2024,1403/08/28,1403,8,آبان,28,FALSE,پاییز
14030829,11/19/2024,1403/08/29,1403,8,آبان,29,FALSE,پاییز
14030830,11/20/2024,1403/08/30,1403,8,آبان,30,FALSE,پاییز
14030901,11/21/2024,1403/09/01,1403,9,آذر,1,FALSE,پاییز
14030902,11/22/2024,1403/09/02,1403,9,آذر,2,TRUE,پاییز
14030903,11/23/2024,1403/09/03,1403,9,آذر,3,FALSE,پاییز
14030904,11/24/2024,1403/09/04,1403,9,آذر,4,FALSE,پاییز
14030905,11/25/2024,1403/09/05,1403,9,آذر,5,FALSE,پاییز
14030906,11/26/2024,1403/09/06,1403,9,آذر,6,FALSE,پاییز
14030907,11/27/2024,1403/09/07,1403,9,آذر,7,FALSE,پاییز
14030908,11/28/2024,1403/09/08,1403,9,آذر,8,FALSE,پاییز
14030909,11/29/2024,1403/09/09,1403,9,آذر,9,TRUE,پاییز
14030910,11/30/2024,1403/09/10,1403,9,آذر,10,FALSE,پاییز
14030911,12/1/2024,1403/09/11,1403,9,آذر,11,FALSE,پاییز
14030912,12/2/2024,1403/09/12,1403,9,آذر,12,FALSE,پاییز
14030913,12/3/2024,1403/09/13,1403,9,آذر,13,FALSE,پاییز
14030914,12/4/2024,1403/09/14,1403,9,آذر,14,FALSE,پاییز
14030915,12/5/2024,1403/09/15,1403,9,آذر,15,TRUE,پاییز
14030916,12/6/2024,1403/09/16,1403,9,آذر,16,TRUE,پاییز
14030917,12/7/2024,1403/09/17,1403,9,آذر,17,FALSE,پاییز
14030918,12/8/2024,1403/09/18,1403,9,آذر,18,FALSE,پاییز
14030919,12/9/2024,1403/09/19,1403,9,آذر,19,FALSE,پاییز
14030920,12/10/2024,1403/09/20,1403,9,آذر,20,FALSE,پاییز
14030921,12/11/2024,1403/09/21,1403,9,آذر,21,FALSE,پاییز
14030922,12/12/2024,1403/09/22,1403,9,آذر,22,FALSE,پاییز
14030923,12/13/2024,1403/09/23,1403,9,آذر,23,TRUE,پاییز
14030924,12/14/2024,1403/09/24,1403,9,آذر,24,FALSE,پاییز
14030925,12/15/2024,1403/09/25,1403,9,آذر,25,FALSE,پاییز
14030926,12/16/2024,1403/09/26,1403,9,آذر,26,FALSE,پاییز
14030927,12/17/2024,1403/09/27,1403,9,آذر,27,FALSE,پاییز
14030928,12/18/2024,1403/09/28,1403,9,آذر,28,FALSE,پاییز
14030929,12/19/2024,1403/09/29,1403,9,آذر,29,FALSE,پاییز
14030930,12/20/2024,1403/09/30,1403,9,آذر,30,TRUE,پاییز
14031001,12/21/2024,1403/10/01,1403,10,دی,1,FALSE,زمستان
14031002,12/22/2024,1403/10/02,1403,10,دی,2,FALSE,زمستان
14031003,12/23/2024,1403/10/03,1403,10,دی,3,FALSE,زمستان
14031004,12/24/2024,1403/10/04,1403,10,دی,4,FALSE,زمستان
14031005,12/25/2024,1403/10/05,1403,10,دی,5,FALSE,زمستان
14031006,12/26/2024,1403/10/06,1403,10,دی,6,FALSE,زمستان
14031007,12/27/2024,1403/10/07,1403,10,دی,7,TRUE,زمستان
14031008,12/28/2024,1403/10/08,1403,10,دی,8,FALSE,زمستان
14031009,12/29/2024,1403/10/09,1403,10,دی,9,FALSE,زمستان
14031010,12/30/2024,1403/10/10,1403,10,دی,10,FALSE,زمستان
14031011,12/31/2024,1403/10/11,1403,10,دی,11,FALSE,زمستان
14031012,1/1/2025,1403/10/12,1403,10,دی,12,FALSE,زمستان
14031013,1/2/2025,1403/10/13,1403,10,دی,13,FALSE,زمستان
14031014,1/3/2025,1403/10/14,1403,10,دی,14,TRUE,زمستان
14031015,1/4/2025,1403/10/15,1403,10,دی,15,FALSE,زمستان
14031016,1/5/2025,1403/10/16,1403,10,دی,16,FALSE,زمستان
14031017,1/6/2025,1403/10/17,1403,10,دی,17,FALSE,زمستان
14031018,1/7/2025,1403/10/18,1403,10,دی,18,FALSE,زمستان
14031019,1/8/2025,1403/10/19,1403,10,دی,19,FALSE,زمستان
14031020,1/9/2025,1403/10/20,1403,10,دی,20,FALSE,زمستان
14031021,1/10/2025,1403/10/21,1403,10,دی,21,TRUE,زمستان
14031022,1/11/2025,1403/10/22,1403,10,دی,22,FALSE,زمستان
14031023,1/12/2025,1403/10/23,1403,10,دی,23,FALSE,زمستان
14031024,1/13/2025,1403/10/24,1403,10,دی,24,FALSE,زمستان
14031025,1/14/2025,1403/10/25,1403,10,دی,25,TRUE,زمستان
14031026,1/15/2025,1403/10/26,1403,10,دی,26,FALSE,زمستان
14031027,1/16/2025,1403/10/27,1403,10,دی,27,FALSE,زمستان
14031028,1/17/2025,1403/10/28,1403,10,دی,28,TRUE,زمستان
14031029,1/18/2025,1403/10/29,1403,10,دی,29,FALSE,زمستان
14031030,1/19/2025,1403/10/30,1403,10,دی,30,FALSE,زمستان
14031101,1/20/2025,1403/11/01,1403,11,بهمن,1,FALSE,زمستان
14031102,1/21/2025,1403/11/02,1403,11,بهمن,2,FALSE,زمستان
14031103,1/22/2025,1403/11/03,1403,11,بهمن,3,FALSE,زمستان
14031104,1/23/2025,1403/11/04,1403,11,بهمن,4,FALSE,زمستان
14031105,1/24/2025,1403/11/05,1403,11,بهمن,5,TRUE,زمستان
14031106,1/25/2025,1403/11/06,1403,11,بهمن,6,FALSE,زمستان
14031107,1/26/2025,1403/11/07,1403,11,بهمن,7,FALSE,زمستان
14031108,1/27/2025,1403/11/08,1403,11,بهمن,8,FALSE,زمستان
14031109,1/28/2025,1403/11/09,1403,11,بهمن,9,TRUE,زمستان
14031110,1/29/2025,1403/11/10,1403,11,بهمن,10,FALSE,زمستان
14031111,1/30/2025,1403/11/11,1403,11,بهمن,11,FALSE,زمستان
14031112,1/31/2025,1403/11/12,1403,11,بهمن,12,TRUE,زمستان
14031113,2/1/2025,1403/11/13,1403,11,بهمن,13,FALSE,زمستان
14031114,2/2/2025,1403/11/14,1403,11,بهمن,14,FALSE,زمستان
14031115,2/3/2025,1403/11/15,1403,11,بهمن,15,FALSE,زمستان
14031116,2/4/2025,1403/11/16,1403,11,بهمن,16,FALSE,زمستان
14031117,2/5/2025,1403/11/17,1403,11,بهمن,17,FALSE,زمستان
14031118,2/6/2025,1403/11/18,1403,11,بهمن,18,FALSE,زمستان
14031119,2/7/2025,1403/11/19,1403,11,بهمن,19,TRUE,زمستان
14031120,2/8/2025,1403/11/20,1403,11,بهمن,20,FALSE,زمستان
14031121,2/9/2025,1403/11/21,1403,11,بهمن,21,FALSE,زمستان
14031122,2/10/2025,1403/11/22,1403,11,بهمن,22,TRUE,زمستان
14031123,2/11/2025,1403/11/23,1403,11,بهمن,23,FALSE,زمستان
14031124,2/12/2025,1403/11/24,1403,11,بهمن,24,FALSE,زمستان
14031125,2/13/2025,1403/11/25,1403,11,بهمن,25,FALSE,زمستان
14031126,2/14/2025,1403/11/26,1403,11,بهمن,26,TRUE,زمستان
14031127,2/15/2025,1403/11/27,1403,11,بهمن,27,FALSE,زمستان
14031128,2/16/2025,1403/11/28,1403,11,بهمن,28,FALSE,زمستان
14031129,2/17/2025,1403/11/29,1403,11,بهمن,29,FALSE,زمستان
14031130,2/18/2025,1403/11/30,1403,11,بهمن,30,FALSE,زمستان
14031201,2/19/2025,1403/12/01,1403,12,اسفند,1,FALSE,زمستان
14031202,2/20/2025,1403/12/02,1403,12,اسفند,2,FALSE,زمستان
14031203,2/21/2025,1403/12/03,1403,12,اسفند,3,TRUE,زمستان
14031204,2/22/2025,1403/12/04,1403,12,اسفند,4,FALSE,زمستان
14031205,2/23/2025,1403/12/05,1403,12,اسفند,5,FALSE,زمستان
14031206,2/24/2025,1403/12/06,1403,12,اسفند,6,FALSE,زمستان
14031207,2/25/2025,1403/12/07,1403,12,اسفند,7,FALSE,زمستان
14031208,2/26/2025,1403/12/08,1403,12,اسفند,8,FALSE,زمستان
14031209,2/27/2025,1403/12/09,1403,12,اسفند,9,FALSE,زمستان
14031210,2/28/2025,1403/12/10,1403,12,اسفند,10,TRUE,زمستان
14031211,3/1/2025,1403/12/11,1403,12,اسفند,11,FALSE,زمستان
14031212,3/2/2025,1403/12/12,1403,12,اسفند,12,FALSE,زمستان
14031213,3/3/2025,1403/12/13,1403,12,اسفند,13,FALSE,زمستان
14031214,3/4/2025,1403/12/14,1403,12,اسفند,14,FALSE,زمستان
14031215,3/5/2025,1403/12/15,1403,12,اسفند,15,FALSE,زمستان
